cores,level,name,price,rank,sample,score,segment,threads
4,midlow_range,Intel Xeon X3330 @ 2.66GHz,$210.00*,2507,56,"2,069",cpus,4
2,midlow_range,Intel Pentium G3258 @ 3.20GHz,$53.28,2508,2535,"2,068",cpus,2
4,midlow_range,Intel Core2 Quad Q9505 @ 2.83GHz,$49.99*,2509,196,"2,067",cpus,4
8,midlow_range,Samsung Exynos7870,NA,2510,1,"2,066",cpus,8
2,midlow_range,AMD 3015Ce,NA,2511,46,"2,066",cpus,4
4,midlow_range,AMD Phenom II X4 820,$62.02*,2512,227,"2,065",cpus,4
2,midlow_range,Intel Core i5-2450M @ 2.50GHz,$74.02*,2513,4402,"2,061",cpus,4
2,midlow_range,AMD Opteron 3250 HE,$99.00*,2514,2,"2,061",cpus,4
6,midlow_range,AMD Opteron 4162 EE,$19.99*,2515,1,"2,058",cpus,6
2,midlow_range,Apple A9,NA,2516,1175,"2,053",cpus,2
4,midlow_range,Intel Core2 Quad Q8400 @ 2.66GHz,$128.88*,2517,1587,"2,052",cpus,4
2,midlow_range,Intel Core i7-640M @ 2.80GHz,$141.85,2518,696,"2,052",cpus,4
4,midlow_range,Intel Xeon X3230 @ 2.66GHz,$349.95*,2519,52,"2,052",cpus,4
2,midlow_range,Intel Celeron G3930T @ 2.70GHz,$16.99,2520,8,"2,051",cpus,2
2,midlow_range,Intel Core i5-2435M @ 2.40GHz,NA,2521,91,"2,042",cpus,4
2,midlow_range,Intel Core i7-3517U @ 1.90GHz,NA,2522,965,"2,041",cpus,4
10,midlow_range,MT6797M,NA,2523,14,"2,035",cpus,10
8,midlow_range,"Qualcomm Technologies, Inc SDM632",NA,2524,251,"2,035",cpus,8
2,midlow_range,Intel Celeron G3900E @ 2.40GHz,$107.00*,2525,1,"2,034",cpus,2
4,midlow_range,AMD A10-5757M APU,NA,2526,183,"2,031",cpus,4
2,midlow_range,Intel Core i3-2102 @ 3.10GHz,$58.00*,2527,3,"2,029",cpus,4
2,midlow_range,Intel Core i3-2130 @ 3.40GHz,$28.11,2528,545,"2,028",cpus,4
4,midlow_range,Intel Xeon E7- 2830 @ 2.13GHz,"$1,779.00*",2529,2,"2,027",cpus,4
2,midlow_range,Intel Core M-5Y71 @ 1.20GHz,$281.00*,2530,261,"2,026",cpus,4
2,midlow_range,Intel Core i3-5005U @ 2.00GHz,$308.00*,2531,2292,"2,025",cpus,4
2,midlow_range,Intel Core i3-3240T @ 2.90GHz,NA,2532,75,"2,025",cpus,4
2,midlow_range,Intel Celeron N4500 @ 1.10GHz,NA,2533,102,"2,023",cpus,2
6,midlow_range,Giada JHS558 (Android),NA,2534,1,"2,022",cpus,6
2,midlow_range,Intel Core i5-655K @ 3.20GHz,$76.87*,2535,46,"2,017",cpus,4
2,midlow_range,Intel Pentium G3450T @ 2.90GHz,NA,2536,2,"2,016",cpus,2
4,midlow_range,AMD A6-3650 APU,$128.00*,2537,325,"2,013",cpus,4
2,midlow_range,Intel Core i3-4330TE @ 2.40GHz,NA,2538,18,"2,012",cpus,4
4,midlow_range,Intel Core2 Extreme Q9200 @ 2.40GHz,NA,2539,1,"2,011",cpus,4
2,midlow_range,Intel Core i5-3317U @ 1.70GHz,$225.00*,2540,3716,"2,006",cpus,4
2,midlow_range,Intel Core i5-2430M @ 2.40GHz,$62.02*,2541,3957,"2,006",cpus,4
4,midlow_range,Intel Xeon E5420 @ 2.50GHz,$249.95*,2542,233,"2,005",cpus,4
4,midlow_range,AMD Athlon II X4 615e,$59.00*,2543,25,"2,000",cpus,4
2,midlow_range,Intel Core i7-2655LE @ 2.20GHz,NA,2544,13,"1,999",cpus,4
6,midlow_range,AMD Opteron 2427,$55.00*,2545,1,"1,995",cpus,6
8,midlow_range,MediaTek MT8768CT,NA,2546,48,"1,994",cpus,8
8,midlow_range,"Qualcomm Technologies, Inc APQ8053",NA,2547,7,"1,992",cpus,8
8,midlow_range,SAMSUNG Exynos7420,NA,2548,121,"1,992",cpus,8
4,midlow_range,Intel Xeon E5410 @ 2.33GHz,$10.69*,2549,112,"1,990",cpus,4
4,mid_range,Intel Core i5-3450 @ 3.10GHz,$245.33*,1615,1899,"4,482",cpus,4
8,mid_range,"Qualcomm Technologies, Inc SM8150P",NA,1616,44,"4,472",cpus,8
8,mid_range,Mediatek MT8781V/NA,NA,1617,2,"4,464",cpus,8
6,mid_range,Intel Xeon E5-2609 v3 @ 1.90GHz,$29.00,1618,41,"4,444",cpus,6
8,mid_range,SM6375,NA,1619,1,"4,441",cpus,8
4,mid_range,Intel Xeon X5647 @ 2.93GHz,$19.93*,1620,35,"4,441",cpus,8
8,mid_range,QTI SM7250,NA,1621,6,"4,435",cpus,8
2,mid_range,AMD Athlon PRO 300GE,NA,1622,30,"4,432",cpus,4
2,mid_range,Intel Core i3-7101E @ 3.90GHz,$117.00*,1623,1,"4,430",cpus,4
2,mid_range,Intel Pentium Gold G6605 @ 4.30GHz,$145.08*,1624,21,"4,429",cpus,4
2,mid_range,AMD Athlon 220GE,$122.10,1625,23,"4,426",cpus,4
2,mid_range,Intel Pentium 6805 @ 1.10GHz,$161.00*,1626,6,"4,424",cpus,4
8,mid_range,Mediatek MT6833P,NA,1627,3,"4,423",cpus,8
8,mid_range,Mediatek MT6886,NA,1628,1,"4,420",cpus,8
6,mid_range,Intel Xeon L5639 @ 2.13GHz,NA,1629,16,"4,419",cpus,12
8,mid_range,Mediatek MT8771V/PZA,NA,1630,1,"4,414",cpus,8
8,mid_range,Samsung Exynos 980,NA,1631,3,"4,408",cpus,8
4,mid_range,Intel Core i5-4440S @ 2.80GHz,$123.85*,1632,172,"4,405",cpus,4
8,mid_range,Mediatek MT6853V/TNZA,NA,1633,2,"4,403",cpus,8
4,mid_range,Intel Core i7-2820QM @ 2.30GHz,$369.95*,1634,822,"4,400",cpus,8
2,mid_range,Intel Core i3-8121U @ 2.20GHz,$290.00*,1635,30,"4,399",cpus,4
2,mid_range,Intel Core i3-6320 @ 3.90GHz,$96.60,1636,126,"4,398",cpus,4
2,mid_range,Intel Pentium Gold G6600 @ 4.20GHz,$239.90,1637,2,"4,396",cpus,4
4,mid_range,Intel Core i5-3470S @ 2.90GHz,$72.03*,1638,864,"4,395",cpus,4
8,mid_range,MT6875,NA,1639,3,"4,393",cpus,8
4,mid_range,Intel Core i7-2760QM @ 2.40GHz,$122.02,1640,1405,"4,389",cpus,8
4,mid_range,Intel Core i7-2920XM @ 2.50GHz,$120.00*,1641,146,"4,384",cpus,8
4,mid_range,AMD Opteron 4386,$459.94*,1642,2,"4,378",cpus,8
2,mid_range,Intel Pentium Gold G6505 @ 4.20GHz,$75.00*,1643,1,"4,378",cpus,4
6,mid_range,Apple A11 Bionic,NA,1644,1914,"4,369",cpus,6
4,mid_range,Intel Core i5-3450S @ 2.80GHz,$95.00,1645,130,"4,369",cpus,4
2,mid_range,Intel Core i3-7100 @ 3.90GHz,$61.19,1646,1830,"4,366",cpus,4
3,mid_range,AMD FX-6130 Six-Core,NA,1647,2,"4,353",cpus,6
2,mid_range,Intel Core i3-6300 @ 3.80GHz,$65.24,1648,224,"4,353",cpus,4
8,mid_range,"Qualcomm Technologies, Inc SDM750G",NA,1649,1,"4,350",cpus,8
8,mid_range,Mediatek MT6789V/CD,NA,1650,30,"4,329",cpus,8
8,mid_range,Hisilicon Kirin980,NA,1651,410,"4,322",cpus,8
4,mid_range,Intel Core i5-4670T @ 2.30GHz,$259.02*,1652,44,"4,311",cpus,4
4,mid_range,Intel Core i5-6400T @ 2.20GHz,$159.99*,1653,388,"4,311",cpus,4
8,mid_range,Qualcomm SM7150,NA,1654,2,"4,298",cpus,8
8,mid_range,Rockchip RK3588,NA,1655,8,"4,283",cpus,8
16,mid_range,Intel Atom C3958 @ 2.00GHz,$449.00*,1656,2,"4,281",cpus,16
4,mid_range,Intel Core i5-4430S @ 2.70GHz,$189.53*,1657,135,"4,280",cpus,4
8,mid_range,Mediatek MT6895Z/TCZA,NA,1658,5,"4,275",cpus,8
4,mid_range,Intel Celeron J6413 @ 1.80GHz,NA,1659,6,"4,269",cpus,4
8,mid_range,QTI SM6375,NA,1660,48,"4,262",cpus,8
2,mid_range,AMD Athlon 320GE,NA,1661,10,"4,262",cpus,4
8,mid_range,天玑900,NA,1662,2,"4,259",cpus,8
2,mid_range,Intel Pentium Gold G6405 @ 4.10GHz,$71.90,1663,105,"4,257",cpus,4
2,mid_range,AMD Athlon 300GE,NA,1664,35,"4,256",cpus,4
8,mid_range,"Qualcomm Technologies, Inc SM6375",NA,1665,74,"4,255",cpus,8
4,mid_range,Intel Core i5-6350HQ @ 2.30GHz,$306.00*,1666,1,"4,255",cpus,4
2,mid_range,Intel Core i3-8109U @ 3.00GHz,$499.99*,1667,206,"4,253",cpus,4
3,mid_range,AMD FX-6330 Six-Core,NA,1668,9,"4,252",cpus,6
4,mid_range,Intel Core i5-3350P @ 3.10GHz,$223.19,1669,1292,"4,251",cpus,4
4,mid_range,Intel Core i5-3340 @ 3.10GHz,$129.95,1670,319,"4,249",cpus,4
8,mid_range,MediaTek MT6789,NA,1671,41,"4,242",cpus,8
8,mid_range,Mediatek MT6833V/PNZA,NA,1672,4,"4,242",cpus,8
2,mid_range,Intel Core i3-8140U @ 2.10GHz,NA,1673,3,"4,227",cpus,4
8,mid_range,"Qualcomm Technologies, Inc SM8150_Plus",NA,1674,69,"4,222",cpus,8
2,mid_range,Intel Core i3-1115GRE @ 3.00GHz,$338.00*,1675,5,"4,220",cpus,4
4,mid_range,Intel Core i5-3475S @ 2.90GHz,$249.95*,1676,112,"4,214",cpus,4
4,mid_range,Intel Celeron N5095A @ 2.00GHz,NA,1677,67,"4,208",cpus,4
8,mid_range,Mediatek MT8789V/T,NA,1678,4,"4,201",cpus,8
8,mid_range,Mediatek MT6833V/ZA,NA,1679,5,"4,197",cpus,8
3,mid_range,AMD FX-6300 Six-Core,$48.88,1680,11621,"4,193",cpus,6
2,mid_range,Intel Core i7-7567U @ 3.50GHz,$733.99*,1681,263,"4,187",cpus,4
2,mid_range,AMD Ryzen Embedded R1606G,NA,1682,22,"4,186",cpus,4
4,mid_range,Intel Core i5-2450P @ 3.20GHz,$129.99*,1683,39,"4,175",cpus,4
4,mid_range,Intel Xeon E5-1607 v2 @ 3.00GHz,$229.95*,1684,140,"4,171",cpus,4
4,midlow_range,AMD Athlon II X4 620,$54.95,2550,670,"1,988",cpus,4
2,midlow_range,Intel Core i7-620M @ 2.67GHz,$270.99,2551,1403,"1,988",cpus,4
4,midlow_range,AMD A8-3800 APU,$109.95*,2552,166,"1,987",cpus,4
2,midlow_range,Intel Core i5-4302Y @ 1.60GHz,NA,2553,17,"1,986",cpus,4
4,midlow_range,Intel Xeon X3320 @ 2.50GHz,$229.50*,2554,43,"1,986",cpus,4
3,midlow_range,AMD Athlon II X3 460,$16.64,2555,136,"1,985",cpus,3
4,midlow_range,Intel Celeron N3450 @ 1.10GHz,$185.08*,2556,519,"1,979",cpus,4
4,midlow_range,Intel Xeon X5355 @ 2.66GHz,$299.95*,2557,51,"1,979",cpus,4
2,midlow_range,Intel Core i7-2677M @ 1.80GHz,NA,2558,172,"1,978",cpus,4
8,midlow_range,"Qualcomm Technologies, Inc 450",NA,2559,1,"1,978",cpus,8
2,midlow_range,Intel Core M-5Y31 @ 0.90GHz,NA,2560,55,"1,974",cpus,4
4,midlow_range,Intel Atom E3940 @ 1.60GHz,NA,2561,11,"1,973",cpus,4
8,midlow_range,QTI SDM660,NA,2562,3,"1,973",cpus,8
4,midlow_range,AMD A10-5750M APU,$94.02,2563,1046,"1,972",cpus,4
4,midlow_range,Intel Xeon E5506 @ 2.13GHz,$88.63*,2564,81,"1,967",cpus,4
2,midlow_range,Intel Core i7-3689Y @ 1.50GHz,NA,2565,9,"1,967",cpus,4
2,midlow_range,Intel Pentium G3420 @ 3.20GHz,$53.00,2566,572,"1,966",cpus,2
8,midlow_range,"Qualcomm Technologies, Inc SDM460",NA,2567,7,"1,963",cpus,8
2,midlow_range,Intel Pentium G3250 @ 3.20GHz,$56.39,2568,512,"1,963",cpus,2
8,midlow_range,"Qualcomm Technologies, Inc MSM8976SG",NA,2569,10,"1,961",cpus,8
2,midlow_range,Intel Core i5-580M @ 2.67GHz,$99.95*,2570,190,"1,960",cpus,4
4,midlow_range,Intel Atom C3538 @ 2.10GHz,$75.00*,2571,3,"1,960",cpus,4
4,midlow_range,AMD Athlon II X4 605e,$15.00,2572,36,"1,957",cpus,4
4,midlow_range,AMD Phenom II X4 905e,$53.99*,2573,50,"1,955",cpus,4
4,midlow_range,Intel Atom E3900 @ 1.60GHz,NA,2574,1,"1,953",cpus,4
2,midlow_range,Intel Core i3-4025U @ 1.90GHz,NA,2575,61,"1,952",cpus,4
2,midlow_range,Intel Core i3-2120 @ 3.30GHz,$12.99,2576,4492,"1,951",cpus,4
4,midlow_range,Intel Core2 Quad Q9300 @ 2.50GHz,$38.04*,2577,1422,"1,951",cpus,4
8,midlow_range,"Qualcomm Technologies, Inc QCS610",NA,2578,1,"1,949",cpus,8
2,midlow_range,Intel Core i3-4120U @ 2.00GHz,NA,2579,1,"1,948",cpus,4
2,midlow_range,Intel Celeron 6305E @ 1.80GHz,$107.00*,2580,8,"1,946",cpus,2
4,midlow_range,AMD Phenom 9850B Quad-Core,NA,2581,4,"1,946",cpus,4
2,midlow_range,Intel Pentium G3240 @ 3.10GHz,$74.00,2582,512,"1,937",cpus,2
4,midlow_range,AMD A10 PRO-7350B APU,NA,2583,145,"1,937",cpus,4
2,midlow_range,Intel Core i5-2410M @ 2.30GHz,$49.11,2584,4830,"1,937",cpus,4
4,midlow_range,Intel Xeon X3220 @ 2.40GHz,$66.14*,2585,100,"1,937",cpus,4
4,midlow_range,Intel Xeon X6550 @ 2.00GHz,$79.00*,2586,1,"1,936",cpus,4
4,midlow_range,Intel Xeon E5603 @ 1.60GHz,$89.00,2587,20,"1,935",cpus,4
2,midlow_range,Intel Core i3-3220T @ 2.80GHz,$135.00,2588,197,"1,932",cpus,4
4,midlow_range,AMD Phenom II X4 805,$173.99*,2589,45,"1,931",cpus,4
4,midlow_range,Intel Xeon E5507 @ 2.27GHz,$100.00,2590,50,"1,928",cpus,4
8,midlow_range,MediaTek MT8768WT,NA,2591,308,"1,927",cpus,8
4,midlow_range,Intel Core i7-840QM @ 1.87GHz,$338.90*,2592,235,"1,926",cpus,8
2,midlow_range,AMD A10-4600M APU,$58.99*,2593,1068,"1,923",cpus,4
4,midlow_range,Intel Xeon L5410 @ 2.33GHz,$100.08*,2594,35,"1,921",cpus,4
2,midlow_range,AMD Opteron 3320 EE,$441.00,2595,3,"1,918",cpus,4
4,midlow_range,Intel Core2 Extreme Q9300 @ 2.53GHz,NA,2596,208,"1,918",cpus,4
2,midlow_range,Intel Pentium G2130 @ 3.20GHz,$42.69,2597,201,"1,915",cpus,2
4,midlow_range,AMD Phenom II X4 810,$213.00*,2598,310,"1,914",cpus,4
2,midlow_range,Intel Core M-5Y10c @ 0.80GHz,$281.00*,2599,397,"1,913",cpus,4
8,midlow_range,"Qualcomm Technologies, Inc BENGAL-IOT",NA,2600,7,"1,912",cpus,8
2,midlow_range,Intel Pentium G3420T @ 2.70GHz,$159.99*,2601,5,"1,912",cpus,2
4,midlow_range,AMD Opteron X2170 APU,NA,2602,1,"1,911",cpus,4
2,midlow_range,AMD PRO A6-8570,NA,2603,18,"1,908",cpus,2
2,midlow_range,Intel Core i5-3439Y @ 1.50GHz,NA,2604,7,"1,907",cpus,4
2,midlow_range,Intel Core i5-4422E @ 1.80GHz,$266.00*,2605,1,"1,907",cpus,4
4,midlow_range,AMD Phenom II X4 B05e,NA,2606,3,"1,906",cpus,4
2,midlow_range,Intel Core M-5Y10a @ 0.80GHz,NA,2607,5,"1,905",cpus,4
8,midlow_range,Snapdragon 835,NA,2608,5,"1,905",cpus,8
8,midlow_range,MT6757W,NA,2609,6,"1,904",cpus,8
6,midlow_range,AMD Opteron 2419 EE,NA,2610,1,"1,902",cpus,6
4,midlow_range,AMD FX-7500 APU,NA,2611,325,"1,901",cpus,4
2,midlow_range,Intel Core i3-3130M @ 2.60GHz,NA,2612,42,"1,900",cpus,4
2,midlow_range,Intel Celeron G1850 @ 2.90GHz,$59.00,2613,42,"1,899",cpus,2
4,midlow_range,AMD Opteron 1385,$45.00,2614,7,"1,898",cpus,4
2,mid_range,Intel Pentium Gold G6500 @ 4.10GHz,$87.99,1685,8,"4,170",cpus,4
8,mid_range,Hisilicon Kirin985,NA,1686,1,"4,162",cpus,8
2,mid_range,Intel Core i3-7300T @ 3.50GHz,$181.59*,1687,20,"4,159",cpus,4
8,mid_range,MT6833P,NA,1688,43,"4,158",cpus,8
2,mid_range,Intel Core i3-6100 @ 3.70GHz,$107.50,1689,3840,"4,152",cpus,4
4,mid_range,Intel Pentium J6426 @ 2.00GHz,$80.00*,1690,6,"4,147",cpus,4
8,mid_range,vendor Kirin810,NA,1691,18,"4,146",cpus,8
2,mid_range,AMD Athlon PRO 200GE,NA,1692,36,"4,139",cpus,4
8,mid_range,MT6833V/PNZA,NA,1693,29,"4,138",cpus,8
2,mid_range,Intel Pentium Gold G6400 @ 4.00GHz,$61.95,1694,137,"4,138",cpus,4
8,mid_range,AMD Opteron 3380,$809.00*,1695,3,"4,134",cpus,8
2,mid_range,Intel Core i5-7287U @ 3.30GHz,NA,1696,5,"4,132",cpus,4
2,mid_range,Intel Core i3-1110G4 @ 1.80GHz,$281.00*,1697,5,"4,132",cpus,4
4,mid_range,Intel Celeron N5095 @ 2.00GHz,NA,1698,191,"4,129",cpus,4
2,mid_range,Intel Core i7-7660U @ 2.50GHz,NA,1699,379,"4,127",cpus,4
4,mid_range,Intel Core i5-2500K @ 3.30GHz,$45.48,1700,7584,"4,122",cpus,4
2,mid_range,Intel Pentium Gold G5600F @ 3.90GHz,$69.99,1701,3,"4,122",cpus,4
4,mid_range,Intel Core i5-2550K @ 3.40GHz,$50.76,1702,150,"4,120",cpus,4
8,mid_range,QTI SM6350,NA,1703,4,"4,120",cpus,8
2,mid_range,AMD Ryzen 3 PRO 2100GE,NA,1704,24,"4,106",cpus,4
4,mid_range,Intel Core i5-2500 @ 3.30GHz,$12.99,1705,4080,"4,106",cpus,4
2,mid_range,AMD Athlon 200GE,$123.89*,1706,486,"4,105",cpus,4
2,mid_range,Intel Pentium Gold G5620 @ 4.00GHz,$174.31*,1707,2,"4,102",cpus,4
8,mid_range,MT8789V/T,NA,1708,8,"4,102",cpus,8
2,mid_range,Intel Core i3-8145UE @ 2.20GHz,$281.00*,1709,10,"4,099",cpus,4
4,mid_range,AMD Opteron 3365,NA,1710,29,"4,091",cpus,8
4,mid_range,Intel Core i5-3330 @ 3.00GHz,$99.92,1711,2582,"4,088",cpus,4
8,mid_range,ARM - 8 Core 1766 MHz,NA,1712,1,"4,080",cpus,8
2,mid_range,AMD Athlon PRO 300U,NA,1713,2,"4,080",cpus,4
8,mid_range,MT6833V/ZA,NA,1714,106,"4,078",cpus,8
3,mid_range,AMD FX-6200 Six-Core,$35.93,1715,524,"4,076",cpus,6
4,mid_range,Intel Core i7-2720QM @ 2.20GHz,$179.95*,1716,1390,"4,073",cpus,8
6,mid_range,AMD Opteron 6234,$450.99,1717,4,"4,072",cpus,12
8,mid_range,Mediatek MT6781V/CD,NA,1718,1,"4,071",cpus,8
4,mid_range,Intel Celeron N5105 @ 2.00GHz,$299.00*,1719,358,"4,061",cpus,4
8,mid_range,MT8789V/CT,NA,1720,4,"4,060",cpus,8
4,mid_range,Intel Core i5-3570T @ 2.30GHz,NA,1721,23,"4,057",cpus,4
4,mid_range,Intel Xeon E3-1260L @ 2.40GHz,$269.99*,1722,39,"4,057",cpus,8
8,mid_range,MediaTek MT6873,NA,1723,63,"4,050",cpus,8
2,mid_range,Intel Core i3-6098P @ 3.60GHz,$70.00*,1724,130,"4,048",cpus,4
4,mid_range,Intel Core i5-4590T @ 2.00GHz,$94.19*,1725,585,"4,044",cpus,4
4,mid_range,Intel Core i7-2710QE @ 2.10GHz,NA,1726,16,"4,044",cpus,8
4,mid_range,AMD FX-8100 Eight-Core,$98.02,1727,42,"4,037",cpus,8
2,mid_range,AMD Athlon Gold 3150U,NA,1728,160,"4,033",cpus,4
4,mid_range,AMD Opteron 6212,$134.40,1729,2,"4,007",cpus,8
8,mid_range,QTI SM4375,NA,1730,9,"4,005",cpus,8
2,mid_range,Intel Pentium Gold G6500T @ 3.50GHz,$75.00*,1731,2,"4,005",cpus,4
8,mid_range,Mediatek MT6855V/AZA,NA,1732,4,"4,003",cpus,8
2,mid_range,Intel Celeron G6900T,$42.00*,1733,4,"4,003",cpus,2
2,mid_range,Intel Core i3-6300T @ 3.30GHz,$90.03,1734,28,"4,002",cpus,4
4,mid_range,Intel Core i5-3335S @ 2.70GHz,NA,1735,15,"3,982",cpus,4
8,mid_range,MT6781V/CD,NA,1736,25,"3,969",cpus,8
4,mid_range,AMD PRO A12-8870,NA,1737,22,"3,952",cpus,4
2,mid_range,Intel Core i5-7260U @ 2.20GHz,$469.99*,1738,271,"3,950",cpus,4
3,mid_range,AMD Opteron 4334,$129.95,1739,2,"3,949",cpus,6
2,mid_range,Intel Core i3-10110U @ 2.10GHz,$434.17*,1740,588,"3,943",cpus,4
8,mid_range,MT6781,NA,1741,102,"3,941",cpus,8
8,mid_range,"Qualcomm Technologies, Inc",NA,1742,2,"3,935",cpus,8
2,mid_range,Intel Core i5-7360U @ 2.30GHz,NA,1743,578,"3,934",cpus,4
4,mid_range,Intel Atom x6425E @ 2.00GHz,$56.00*,1744,7,"3,934",cpus,4
8,mid_range,Mediatek MT6833GP,NA,1745,2,"3,929",cpus,8
4,mid_range,Intel Core i7-985 @ 3.47GHz,NA,1746,1,"3,928",cpus,8
2,mid_range,AMD Ryzen Embedded R1505G,NA,1747,26,"3,928",cpus,4
2,mid_range,AMD Athlon 300U,NA,1748,105,"3,919",cpus,4
4,mid_range,Intel Core i5-3340S @ 2.80GHz,$319.19,1749,53,"3,918",cpus,4
8,midlow_range,HiSilicon Kirin 659,NA,2615,3,"1,893",cpus,8
2,midlow_range,Intel Pentium G3220 @ 3.00GHz,$60.91*,2616,1517,"1,892",cpus,2
2,midlow_range,Intel Core i5-560M @ 2.67GHz,$79.97*,2617,1624,"1,891",cpus,4
2,midlow_range,Intel Core i5-2510E @ 2.50GHz,NA,2618,9,"1,889",cpus,4
4,midlow_range,Intel Core i7-920XM @ 2.00GHz,$398.95*,2619,208,"1,885",cpus,8
1,midlow_range,AMD PRO A6-8550B,NA,2620,5,"1,885",cpus,2
4,midlow_range,AMD Phenom 9950 Quad-Core,$199.99*,2621,380,"1,884",cpus,4
2,midlow_range,Intel Pentium G2120 @ 3.10GHz,$74.99,2622,222,"1,883",cpus,2
2,midlow_range,Intel Core i3-2105 @ 3.10GHz,$112.97*,2623,113,"1,883",cpus,4
4,midlow_range,AMD Athlon II X4 610e,$16.60,2624,58,"1,882",cpus,4
2,midlow_range,Intel Core i5-2515E @ 2.50GHz,NA,2625,2,"1,882",cpus,4
8,midlow_range,"Qualcomm Technologies, Inc SDM630",NA,2626,106,"1,879",cpus,8
6,midlow_range,MT8169A,NA,2627,6,"1,875",cpus,6
2,midlow_range,AMD A6-9500,$89.95,2628,65,"1,874",cpus,2
4,midlow_range,Intel Core2 Quad Q8300 @ 2.50GHz,$130.00,2629,2062,"1,869",cpus,4
2,midlow_range,Intel Core i3-4030U @ 1.90GHz,NA,2630,1594,"1,869",cpus,4
4,midlow_range,Intel Xeon E5345 @ 2.33GHz,$14.99,2631,60,"1,868",cpus,4
4,midlow_range,AMD Athlon 5370 APU,$598.68*,2632,36,"1,867",cpus,4
4,midlow_range,AMD Opteron 2378,$14.49*,2633,3,"1,864",cpus,4
8,midlow_range,MT6765V/WB,NA,2634,58,"1,863",cpus,8
2,midlow_range,Intel Core i3-4110U @ 1.90GHz,NA,2635,2,"1,860",cpus,4
8,midlow_range,AArch64 rev 4 (aarch64),NA,2636,105,"1,858",cpus,8
4,midlow_range,AMD A8-5550M APU,NA,2637,456,"1,855",cpus,4
2,midlow_range,Intel Core i5-4230U @ 1.90GHz,NA,2638,1,"1,853",cpus,4
2,midlow_range,Intel Pentium 1403 @ 2.60GHz,NA,2639,2,"1,851",cpus,2
6,midlow_range,ARM Cortex-A53 6 Core 1896 MHz,NA,2640,1,"1,851",cpus,6
2,midlow_range,Intel Celeron G3900TE @ 2.30GHz,$59.95*,2641,4,"1,850",cpus,2
2,midlow_range,Intel Core i3-4100E @ 2.40GHz,$225.00*,2642,1,"1,848",cpus,4
2,midlow_range,Intel Core i3-2100 @ 3.10GHz,$24.01,2643,3677,"1,848",cpus,4
3,midlow_range,AMD Athlon II X3 455,$25.76*,2644,371,"1,848",cpus,3
4,midlow_range,AMD A6-3620 APU,$22.49*,2645,310,"1,847",cpus,4
2,midlow_range,Intel Core i3-2310E @ 2.10GHz,$225.00*,2646,2,"1,845",cpus,4
4,midlow_range,AMD Phenom 9750 Quad-Core,$48.02*,2647,384,"1,844",cpus,4
3,midlow_range,AMD Phenom II X3 B77,$22.29*,2648,5,"1,844",cpus,3
8,midlow_range,MT6765,NA,2649,17,"1,842",cpus,8
4,midlow_range,Intel Xeon X3323 @ 2.50GHz,$19.36*,2650,36,"1,837",cpus,4
2,midlow_range,Intel Core i3-5015U @ 2.10GHz,NA,2651,178,"1,836",cpus,4
2,midlow_range,Intel Atom x6211E @ 1.30GHz,$35.00*,2652,6,"1,833",cpus,2
2,midlow_range,AMD A6-7480,$34.82,2653,40,"1,827",cpus,2
4,midlow_range,AMD Phenom II X4 B15e,NA,2654,6,"1,825",cpus,4
2,midlow_range,Intel Core i3-2330E @ 2.20GHz,NA,2655,3,"1,823",cpus,4
4,midlow_range,AMD Phenom 9600B Quad-Core,$39.95*,2656,71,"1,822",cpus,4
8,midlow_range,Samsung Exynos 7904,NA,2657,260,"1,820",cpus,8
4,midlow_range,Intel Core i7-740QM @ 1.73GHz,$189.95*,2658,2022,"1,819",cpus,8
8,midlow_range,"Qualcomm Technologies, Inc APQ8094",NA,2659,3,"1,818",cpus,8
2,midlow_range,Intel Core i7-610E @ 2.53GHz,NA,2660,3,"1,818",cpus,4
3,midlow_range,AMD Athlon II X3 445,$14.99*,2661,319,"1,816",cpus,3
2,midlow_range,AMD A8-6500T APU,$59.95*,2662,7,"1,816",cpus,4
4,midlow_range,AMD A8-7410 APU,NA,2663,1229,"1,816",cpus,4
4,midlow_range,AMD Athlon X4 620,$64.95*,2664,19,"1,810",cpus,4
2,midlow_range,Intel Celeron 4305U @ 2.20GHz,$107.00*,2665,3,"1,807",cpus,2
4,midlow_range,Intel Core i7-820QM @ 1.73GHz,$129.00*,2666,422,"1,804",cpus,8
4,midlow_range,Intel Core2 Quad Q6600 @ 2.40GHz,$37.91*,2667,7375,"1,804",cpus,4
2,midlow_range,Intel Core M-5Y10 @ 0.80GHz,NA,2668,52,"1,803",cpus,4
8,midlow_range,P22,NA,2669,2,"1,802",cpus,8
8,midlow_range,MediaTek MT6765V/CB,NA,2670,237,"1,802",cpus,8
8,midlow_range,Samsung Exynos 7885,NA,2671,129,"1,802",cpus,8
1,midlow_range,AMD A6-7470K,$89.00,2672,26,"1,799",cpus,2
3,midlow_range,AMD Athlon II X3 450,$14.90,2673,576,"1,799",cpus,3
4,midlow_range,AMD Phenom II X940 Quad-Core,NA,2674,1,"1,797",cpus,4
4,midlow_range,AMD Opteron 1381,NA,2675,2,"1,797",cpus,4
4,midlow_range,AMD GX-420MC SOC,NA,2676,1,"1,796",cpus,4
2,midlow_range,Intel Core M-5Y70 @ 1.10GHz,NA,2677,116,"1,791",cpus,4
