cores,level,name,price,rank,sample,score,segment,threads
10,high_end,Intel Xeon E5-2650L v2 @ 1.70GHz,$39.00,1085,13,"7,586",cpus,20
4,high_end,Intel Core i3-9350KF @ 4.00GHz,$104.03,1086,40,"7,577",cpus,4
4,mid_range,Intel Core i7-7700T @ 2.90GHz,$144.69,1087,478,"7,575",cpus,8
4,mid_range,Intel Xeon E3-1271 v3 @ 3.60GHz,$123.50,1088,211,"7,547",cpus,8
8,mid_range,Intel Xeon E5-2450 @ 2.10GHz,$49.00*,1089,19,"7,534",cpus,16
4,mid_range,AMD Ryzen 3 2300X,$178.09*,1090,118,"7,531",cpus,4
4,mid_range,AMD Ryzen 5 PRO 2400GE,NA,1091,195,"7,528",cpus,8
4,mid_range,Intel Xeon E3-1535M v5 @ 2.90GHz,$623.00*,1092,196,"7,519",cpus,8
4,mid_range,Intel Core i5-9300HF @ 2.40GHz,$250.00*,1093,168,"7,514",cpus,8
4,mid_range,AMD Ryzen 5 2400GE,NA,1094,34,"7,513",cpus,8
4,mid_range,Intel Core i5-1035G1 @ 1.00GHz,$297.00*,1095,1850,"7,506",cpus,8
4,mid_range,AMD Ryzen 3 4300U,NA,1096,260,"7,504",cpus,4
6,mid_range,Intel Xeon E5-2667 @ 2.90GHz,$93.58,1097,72,"7,496",cpus,12
6,mid_range,Intel Core i5-8400T @ 1.70GHz,$239.84*,1098,224,"7,492",cpus,6
8,mid_range,QTI SM8475,NA,1099,63,"7,491",cpus,8
8,mid_range,Mediatek MT6895Z_A/TCZA,NA,1100,8,"7,490",cpus,8
6,mid_range,Intel Xeon D-1531 @ 2.20GHz,$348.00*,1101,8,"7,483",cpus,12
4,mid_range,Intel Core i5-8300H @ 2.30GHz,$250.00*,1102,3305,"7,481",cpus,8
6,mid_range,Intel Xeon E5-2630 v2 @ 2.60GHz,$12.99,1103,200,"7,480",cpus,12
4,mid_range,Intel Xeon E5-2637 v3 @ 3.50GHz,$39.00,1104,22,"7,455",cpus,8
4,mid_range,Intel Core i7-7820EQ @ 3.00GHz,$378.00*,1105,2,"7,453",cpus,8
4,mid_range,Intel Core i7-7820HK @ 2.90GHz,$378.00*,1106,537,"7,452",cpus,8
4,mid_range,Intel Xeon E-2124G @ 3.40GHz,$349.88,1107,39,"7,450",cpus,4
8,mid_range,Intel Xeon E5-2608L v4 @ 1.60GHz,$363.00*,1108,3,"7,447",cpus,16
4,mid_range,Intel Xeon E5-1620 v4 @ 3.50GHz,$149.00,1109,289,"7,431",cpus,8
4,mid_range,Intel Xeon E3-1286 v3 @ 3.70GHz,$839.00*,1110,3,"7,418",cpus,8
8,mid_range,Intel Xeon E5-2650 @ 2.00GHz,$29.00,1111,180,"7,412",cpus,16
4,mid_range,Intel Xeon E3-1281 v3 @ 3.70GHz,$546.25,1112,37,"7,410",cpus,8
4,mid_range,Intel Xeon E3-1276 v3 @ 3.60GHz,$827.00*,1113,73,"7,408",cpus,8
4,mid_range,Intel Xeon E3-1280 v3 @ 3.60GHz,$249.00*,1114,55,"7,402",cpus,8
4,mid_range,Intel Xeon E5-1630 v3 @ 3.70GHz,"$1,354.00*",1115,194,"7,396",cpus,8
8,mid_range,Google GS201,NA,1116,86,"7,395",cpus,8
4,mid_range,Intel Core i7-6920HQ @ 2.90GHz,$568.00*,1117,313,"7,390",cpus,8
4,mid_range,Intel Core i7-7920HQ @ 3.10GHz,$568.00*,1118,182,"7,381",cpus,8
4,mid_range,Intel Xeon E3-1505M v6 @ 3.00GHz,NA,1119,330,"7,367",cpus,8
6,mid_range,Intel Xeon @ 2.00GHz,NA,1120,2,"7,363",cpus,12
4,mid_range,Intel Core i3-9320 @ 3.70GHz,$215.67*,1121,1,"7,358",cpus,4
4,mid_range,AMD Ryzen 7 PRO 3700U,NA,1122,220,"7,355",cpus,8
8,mid_range,Mediatek MT6895Z_B/TCZA,NA,1123,8,"7,354",cpus,8
12,mid_range,Intel Xeon D-1559 @ 1.50GHz,NA,1124,3,"7,353",cpus,24
4,mid_range,Intel Core i3-10100T @ 3.00GHz,$122.00*,1125,66,"7,340",cpus,8
4,mid_range,Intel Xeon E5-2637 v4 @ 3.50GHz,$39.00,1126,27,"7,339",cpus,8
4,mid_range,AMD Ryzen 7 PRO 2700U,NA,1127,254,"7,325",cpus,8
4,mid_range,Intel Xeon E3-1270 v3 @ 3.50GHz,$394.45,1128,200,"7,322",cpus,8
4,mid_range,AMD Ryzen 3 3200GE,NA,1129,22,"7,300",cpus,4
6,mid_range,Intel Core i7-995X @ 3.60GHz,NA,1130,6,"7,297",cpus,12
4,mid_range,Intel Xeon E3-1246 v3 @ 3.50GHz,$344.59,1131,353,"7,293",cpus,8
4,mid_range,Intel Xeon E-2224 @ 3.40GHz,$251.14,1132,24,"7,285",cpus,4
8,mid_range,AMD Opteron 6281,NA,1133,1,"7,279",cpus,16
4,mid_range,Intel Core i3-9300 @ 3.70GHz,$254.35,1134,3,"7,279",cpus,4
4,mid_range,Intel Core i7-6700T @ 2.80GHz,$199.99*,1135,676,"7,261",cpus,8
6,mid_range,Intel Xeon W3690 @ 3.47GHz,$446.56,1136,419,"7,257",cpus,12
4,mid_range,Intel Core i7-4790 @ 3.60GHz,$84.32,1137,12376,"7,249",cpus,8
4,mid_range,Intel Xeon E3-1275 v3 @ 3.50GHz,$356.21,1138,76,"7,238",cpus,8
4,mid_range,AMD Ryzen 3 PRO 1300,NA,1139,11,"7,234",cpus,4
10,mid_range,Intel Xeon E5-4610 v3 @ 1.70GHz,"$1,219.00*",1140,1,"7,229",cpus,20
4,mid_range,AMD Ryzen 7 3700U,NA,1141,930,"7,204",cpus,8
8,mid_range,Intel Xeon E5-2628L v2 @ 1.90GHz,NA,1142,2,"7,181",cpus,16
8,mid_range,Intel Xeon D-1537 @ 1.70GHz,$571.00*,1143,2,"7,176",cpus,16
8,mid_range,Intel Xeon D-1539 @ 1.60GHz,$486.00*,1144,1,"7,175",cpus,16
4,mid_range,AMD Ryzen 3 3200G,$76.60,1145,2183,"7,174",cpus,4
4,mid_range,AMD Ryzen 5 3580U,NA,1146,50,"7,170",cpus,8
4,mid_range,Intel Xeon D-2712T @ 1.90GHz,$363.00*,1147,1,"7,166",cpus,8
4,mid_range,Intel Core i7-7820HQ @ 2.90GHz,$378.00*,1148,1184,"7,166",cpus,8
4,mid_range,Intel Xeon E3-1241 v3 @ 3.50GHz,$250.00,1149,398,"7,146",cpus,8
4,mid_range,AMD Ryzen 7 3700C,NA,1150,1,"7,145",cpus,8
8,mid_range,vendor Kirin9000E,NA,1151,4,"7,141",cpus,8
4,mid_range,Intel Core i7-4770K @ 3.50GHz,$96.89,1152,10442,"7,125",cpus,8
4,mid_range,Intel Core i7-4771 @ 3.50GHz,$129.49,1153,1011,"7,116",cpus,8
4,mid_range,AMD Athlon Gold 3150G,NA,1154,24,"7,112",cpus,4
4,mid_range,Intel Xeon E5-2623 v4 @ 2.60GHz,$9.89,1155,35,"7,111",cpus,8
4,mid_range,Intel Core i7-6770HQ @ 2.60GHz,$619.00*,1156,482,"7,110",cpus,8
6,mid_range,Intel Xeon X5679 @ 3.20GHz,NA,1157,7,"7,095",cpus,12
4,mid_range,Intel Xeon E3-1240 v3 @ 3.40GHz,$182.56,1158,379,"7,087",cpus,8
6,mid_range,Intel Core i7-990X @ 3.47GHz,$175.00,1159,428,"7,086",cpus,12
4,mid_range,Intel Core i7-4940MX @ 3.10GHz,$699.95*,1160,144,"7,080",cpus,8
4,mid_range,Intel Xeon E3-1245 v3 @ 3.40GHz,$317.00,1161,318,"7,055",cpus,8
4,mid_range,Intel Core i7-4770 @ 3.40GHz,$74.99,1162,10328,"7,047",cpus,8
6,mid_range,Intel Xeon E5-2430 v2 @ 2.50GHz,$49.00,1163,15,"7,039",cpus,12
4,mid_range,Intel Core i7-5850EQ @ 2.70GHz,$435.00*,1164,1,"7,036",cpus,8
4,mid_range,Intel Xeon E3-1231 v3 @ 3.40GHz,$74.00,1165,1640,"7,026",cpus,8
4,mid_range,Intel Xeon E3-1505M v5 @ 2.80GHz,NA,1166,578,"7,014",cpus,8
8,mid_range,Intel Xeon E5-4640 @ 2.40GHz,$39.00,1167,6,"7,012",cpus,16
4,mid_range,Intel Xeon E-2124 @ 3.30GHz,$317.45,1168,29,"7,012",cpus,4
8,mid_range,Mediatek MT8797Z/CNZA,NA,1169,1,"7,011",cpus,8
4,mid_range,Intel Core i7-6820EQ @ 2.80GHz,NA,1170,14,"7,010",cpus,8
4,mid_range,AMD Athlon Gold PRO 3150GE,NA,1171,10,"7,006",cpus,4
4,mid_range,AMD Ryzen 3 PRO 3200GE,NA,1172,34,"7,004",cpus,4
4,mid_range,AMD Ryzen 5 3500U,NA,1173,2954,"7,004",cpus,8
4,mid_range,Intel Core i7-4790S @ 3.20GHz,$92.99,1174,819,"6,995",cpus,8
4,mid_range,Intel Core i7-6820HK @ 2.70GHz,$378.00*,1175,780,"6,993",cpus,8
4,mid_range,AMD Ryzen 5 PRO 3500U,NA,1176,283,"6,992",cpus,8
4,mid_range,Intel Xeon E5-1620 v3 @ 3.50GHz,$106.00,1177,918,"6,992",cpus,8
6,mid_range,Intel Xeon X5690 @ 3.47GHz,$186.20*,1178,325,"6,986",cpus,12
6,mid_range,Intel Xeon E5-4607 v2 @ 2.60GHz,$72.80*,1179,1,"6,986",cpus,12
4,mid_range,AMD Ryzen 3 PRO 3200G,NA,1180,95,"6,986",cpus,4
4,mid_range,Intel Xeon E3-1285 v3 @ 3.60GHz,NA,1181,13,"6,974",cpus,8
4,mid_range,AMD Ryzen 3 1300X,$62.26,1182,339,"6,961",cpus,4
4,mid_range,AMD Ryzen 7 2700U,NA,1183,369,"6,957",cpus,8
4,mid_range,Intel Xeon E3-1265L v4 @ 2.30GHz,NA,1184,2,"6,954",cpus,8
4,mid_range,Intel Core i7-7700HQ @ 2.80GHz,$378.00*,1185,12985,"6,942",cpus,8
6,mid_range,Intel Xeon W3680 @ 3.33GHz,$309.55,1186,425,"6,941",cpus,12
8,mid_range,Intel Xeon E5-2440 v2 @ 1.90GHz,$604.50*,1187,2,"6,927",cpus,16
4,mid_range,Intel Core i3-8350K @ 4.00GHz,$91.18,1188,335,"6,926",cpus,4
6,mid_range,Intel Core i7-980 @ 3.33GHz,$290.84,1189,255,"6,926",cpus,12
16,mid_range,AMD Opteron 6287 SE,NA,1190,3,"6,925",cpus,16
8,mid_range,vendor Kirin9000,NA,1191,7,"6,914",cpus,8
4,mid_range,Intel Core i5-8305G @ 2.80GHz,NA,1192,15,"6,876",cpus,8
4,mid_range,Intel Core i7-6820HQ @ 2.70GHz,NA,1193,2462,"6,873",cpus,8
4,mid_range,Intel Core i7-5850HQ @ 2.70GHz,$434.00*,1194,3,"6,866",cpus,8
4,mid_range,AMD Ryzen 7 3780U,NA,1195,28,"6,864",cpus,8
4,mid_range,Intel Core i7-10610U @ 1.80GHz,$409.00*,1196,316,"6,843",cpus,8
4,mid_range,Intel Xeon D-2123IT @ 2.20GHz,$213.00*,1197,7,"6,841",cpus,8
4,mid_range,Intel Core i5-7600K @ 3.80GHz,$98.00,1198,2738,"6,838",cpus,4
6,mid_range,Intel Core i7-980X @ 3.33GHz,$110.00,1199,784,"6,830",cpus,12
8,mid_range,Intel Xeon E5-4620 @ 2.20GHz,$50.00,1200,3,"6,830",cpus,16
6,mid_range,Intel Xeon X5680 @ 3.33GHz,$23.99,1201,268,"6,830",cpus,12
4,mid_range,Intel Xeon E3-1285L v3 @ 3.10GHz,$898.50*,1202,22,"6,819",cpus,8
4,mid_range,Intel Core i7-6700TE @ 2.40GHz,NA,1203,31,"6,801",cpus,8
2,mid_range,Intel Pentium Gold G7400,$89.99,1204,49,"6,798",cpus,4
4,mid_range,Intel Xeon E3-1230 v3 @ 3.30GHz,$56.77,1205,838,"6,797",cpus,8
8,mid_range,HiSilicon Kirin,NA,1206,1,"6,794",cpus,8
4,mid_range,AMD Ryzen 3 PRO 2200G,NA,1207,112,"6,792",cpus,4
4,mid_range,Intel Core i5-7640X @ 4.00GHz,$94.92,1208,44,"6,791",cpus,4
4,mid_range,Intel Xeon E5-2623 v3 @ 3.00GHz,$229.95,1209,26,"6,790",cpus,8
4,mid_range,AMD Ryzen 3 2200G,$150.00,1210,2900,"6,780",cpus,4
8,mid_range,MediaTek MT6983,NA,1211,9,"6,775",cpus,8
8,mid_range,ARM Firestorm 8 Core 2064 MHz,NA,1212,1,"6,775",cpus,8
10,mid_range,Intel Xeon E5-2448L v2 @ 1.80GHz,"$1,424.00*",1213,2,"6,774",cpus,20
8,mid_range,Snapdragon 8cx Gen 2 @ 3.0 GHz,NA,1214,3,"6,770",cpus,8
4,mid_range,Intel Core i3-9100F @ 3.60GHz,$65.99,1215,1592,"6,762",cpus,4
4,mid_range,Intel Core i7-4770S @ 3.10GHz,$75.00,1216,1054,"6,761",cpus,8
4,mid_range,AMD Ryzen 5 3450U,NA,1217,119,"6,753",cpus,8
4,mid_range,AMD FX-9590 Eight-Core,$251.85,1218,3204,"6,749",cpus,8
8,mid_range,Qualcomm SM8350,NA,1219,25,"6,749",cpus,8
4,mid_range,AMD Ryzen Embedded V1605B,NA,1220,87,"6,741",cpus,8
8,mid_range,AMD Opteron 6380,"$1,094.61",1221,11,"6,738",cpus,16
4,mid_range,Intel Core i7-4960HQ @ 2.60GHz,$623.00*,1222,104,"6,702",cpus,8
6,mid_range,Intel Xeon E5-2630L v2 @ 2.40GHz,$83.06*,1223,18,"6,701",cpus,12
4,mid_range,Intel Core i7-10510U @ 1.80GHz,$409.00*,1224,2025,"6,700",cpus,8
8,mid_range,Google Tensor,NA,1225,59,"6,689",cpus,8
4,mid_range,Intel Core i7-4930MX @ 3.00GHz,"$1,096.00*",1226,150,"6,677",cpus,8
4,mid_range,Intel Core i7-1060NG7 @ 1.20GHz,NA,1227,44,"6,668",cpus,8
4,mid_range,Intel Core i3-9100 @ 3.60GHz,$105.39,1228,451,"6,662",cpus,4
8,mid_range,Mediatek MT8789,NA,1229,1,"6,640",cpus,8
8,mid_range,Samsung s5e9925,NA,1230,22,"6,634",cpus,8
4,mid_range,Intel Core i7-4980HQ @ 2.80GHz,NA,1231,402,"6,631",cpus,8
8,mid_range,QTI SM8350,NA,1232,85,"6,626",cpus,8
2,mid_range,Intel Xeon Platinum 8151 @ 3.40GHz,NA,1233,1,"6,591",cpus,4
8,mid_range,"Qualcomm Technologies, Inc SM8350AC",NA,1234,11,"6,588",cpus,8
4,mid_range,AMD Ryzen Embedded R2314,NA,1235,2,"6,584",cpus,4
8,mid_range,Qualcomm SM8250,NA,1236,16,"6,572",cpus,8
4,mid_range,Intel Core i5-7600 @ 3.50GHz,$99.00,1237,931,"6,567",cpus,4
4,mid_range,Intel Xeon E3-1275 V2 @ 3.50GHz,$346.58,1238,105,"6,566",cpus,8
8,mid_range,QTI SM8250,NA,1239,78,"6,563",cpus,8
4,mid_range,AMD Ryzen 5 PRO 2500U,NA,1240,170,"6,555",cpus,8
8,mid_range,"Qualcomm Technologies, Inc SA8195P",NA,1241,1,"6,554",cpus,8
8,mid_range,MT8797Z/CNZA,NA,1242,8,"6,550",cpus,8
4,mid_range,Intel Xeon E3-1280 V2 @ 3.60GHz,$383.25,1243,80,"6,545",cpus,8
4,mid_range,Intel Xeon E5-1620 v2 @ 3.70GHz,$304.55,1244,945,"6,542",cpus,8
4,mid_range,Intel Xeon E3-1290 V2 @ 3.70GHz,$885.00*,1245,37,"6,529",cpus,8
6,mid_range,Intel Core i7-970 @ 3.20GHz,$520.00,1246,382,"6,526",cpus,12
4,mid_range,Intel Core i7-4820K @ 3.70GHz,$80.55,1247,1369,"6,520",cpus,8
4,mid_range,Intel Core i7-6700HQ @ 2.60GHz,$378.00*,1248,13081,"6,519",cpus,8
4,mid_range,AMD Ryzen 5 2500U,NA,1249,2257,"6,516",cpus,8
4,mid_range,Intel Core i7-4770R @ 3.20GHz,NA,1250,145,"6,516",cpus,8
8,mid_range,Snapdragon 8cx Gen 2 @ 3.15 GHz,NA,1251,13,"6,511",cpus,8
8,mid_range,QTI SM8450,NA,1252,90,"6,497",cpus,8
4,mid_range,Intel Core i5-10310U @ 1.70GHz,$297.00*,1253,340,"6,495",cpus,8
8,mid_range,MT6893Z_Z/CZA,NA,1254,16,"6,485",cpus,8
8,mid_range,MT6893Z/CZA,NA,1255,131,"6,467",cpus,8
4,mid_range,Intel Core i7-3770K @ 3.50GHz,$105.00,1256,9266,"6,465",cpus,8
4,mid_range,Intel Xeon E3-1270 V2 @ 3.50GHz,$192.53,1257,406,"6,464",cpus,8
6,mid_range,Intel Xeon E5-4610 @ 2.40GHz,$211.23,1258,1,"6,460",cpus,12
8,mid_range,"Odin based on Qualcomm Technologies, Inc SM8350",NA,1259,81,"6,456",cpus,8
4,mid_range,Intel Xeon E3-1286L v3 @ 3.20GHz,$774.00*,1260,3,"6,450",cpus,8
6,mid_range,Intel Xeon X5675 @ 3.07GHz,$98.01,1261,333,"6,448",cpus,12
8,mid_range,"redwood based Qualcomm Technologies, Inc. SM7325",NA,1262,1,"6,448",cpus,8
8,mid_range,"Qualcomm Technologies, Inc SM7325",NA,1263,2,"6,431",cpus,8
4,mid_range,Intel Core i7-4870HQ @ 2.50GHz,NA,1264,597,"6,422",cpus,8
4,mid_range,Intel Xeon E5-2637 v2 @ 3.50GHz,$89.95,1265,50,"6,416",cpus,8
6,mid_range,Intel Xeon W3670 @ 3.20GHz,$295.19,1266,154,"6,416",cpus,12
6,mid_range,Intel Xeon E5-2608L v3 @ 2.00GHz,$441.00*,1267,2,"6,415",cpus,12
8,mid_range,Mediatek MT6883Z/CZA,NA,1268,1,"6,413",cpus,8
8,mid_range,"Qualcomm Technologies, Inc SM8250_AC",NA,1269,68,"6,408",cpus,8
6,mid_range,Intel Xeon D-1528 @ 1.90GHz,NA,1270,5,"6,396",cpus,12
4,mid_range,Intel Core i7-3770 @ 3.40GHz,$49.99,1271,16193,"6,394",cpus,8
16,mid_range,AMD Opteron 6282 SE,$770.11,1272,2,"6,385",cpus,16
4,mid_range,Intel Xeon Silver 4112 @ 2.60GHz,$219.95,1273,11,"6,379",cpus,8
8,mid_range,MT6893Z_B/CZA,NA,1274,6,"6,371",cpus,8
8,mid_range,"taoyao based Qualcomm Technologies, Inc. Yupik IDP",NA,1275,1,"6,359",cpus,8
6,mid_range,Intel Xeon E5-2420 v2 @ 2.20GHz,$74.27,1276,88,"6,355",cpus,12
2,midlow_range,AMD A6-9400,NA,2173,5,"2,717",cpus,2
6,mid_range,Intel Xeon E-2276ML @ 2.00GHz,NA,1277,1,"6,353",cpus,12
4,mid_range,Intel Xeon E3-1240 V2 @ 3.40GHz,$198.65,1278,602,"6,348",cpus,8
4,mid_range,Intel Core i7-4790T @ 2.70GHz,$249.88*,1279,129,"6,340",cpus,8
4,mid_range,Intel Core i5-6600K @ 3.50GHz,$65.99,1280,6200,"6,335",cpus,4
4,mid_range,Intel Xeon E-2254ML @ 1.70GHz,NA,1281,2,"6,333",cpus,8
6,mid_range,Intel Xeon E5-2430L v2 @ 2.40GHz,NA,1282,4,"6,332",cpus,12
4,mid_range,Intel Xeon E3-1225 v6 @ 3.30GHz,$394.00,1283,20,"6,321",cpus,4
4,mid_range,Intel Xeon E3-1245 V2 @ 3.40GHz,$367.50,1284,287,"6,312",cpus,8
4,mid_range,AMD Ryzen 3 1200,$50.23,1285,1267,"6,311",cpus,4
4,mid_range,AMD Ryzen 3 PRO 1200,NA,1286,13,"6,307",cpus,4
6,mid_range,Intel Xeon E5-2640 @ 2.50GHz,$29.00,1287,225,"6,301",cpus,12
4,mid_range,Intel Core i7-4760HQ @ 2.10GHz,NA,1288,11,"6,300",cpus,8
6,mid_range,Intel Xeon E5-4617 @ 2.90GHz,$35.88*,1289,10,"6,298",cpus,6
4,mid_range,Intel Core i7-8650U @ 1.90GHz,"$1,049.00*",1290,2568,"6,295",cpus,8
4,mid_range,Intel Core i7-4910MQ @ 2.90GHz,$459.95*,1291,653,"6,295",cpus,8
4,mid_range,Intel Core i5-10210U @ 1.60GHz,$702.62*,1292,2162,"6,282",cpus,8
4,mid_range,Intel Core i7-8665U @ 1.90GHz,$704.49*,1293,699,"6,278",cpus,8
4,mid_range,AMD Ryzen 3 PRO 2200GE,NA,1294,73,"6,278",cpus,4
8,mid_range,Mediatek MT6891Z_Z/CZA,NA,1295,3,"6,274",cpus,8
6,mid_range,Intel Xeon E5-2620 v2 @ 2.10GHz,$29.00,1296,208,"6,266",cpus,12
4,mid_range,Intel Core i3-8300 @ 3.70GHz,$119.50,1297,69,"6,261",cpus,4
6,mid_range,Intel Xeon E5-1428L v2 @ 2.20GHz,$20.37*,1298,3,"6,255",cpus,12
4,mid_range,Intel Core i5-8365U @ 1.60GHz,$539.07*,1299,589,"6,250",cpus,8
8,mid_range,AMD Opteron 6276,$198.69,1300,7,"6,245",cpus,16
4,mid_range,Intel Core i7-4860HQ @ 2.40GHz,NA,1301,170,"6,242",cpus,8
4,mid_range,Intel Core i3-10100TE @ 2.30GHz,$138.00*,1302,3,"6,237",cpus,8
4,mid_range,Intel Core i5-8350U @ 1.70GHz,$297.00*,1303,1531,"6,225",cpus,8
8,mid_range,QTI SM6450,NA,1304,1,"6,212",cpus,8
4,mid_range,Intel Xeon E3-1230 V2 @ 3.30GHz,$129.95,1305,1225,"6,208",cpus,8
4,mid_range,Intel Xeon D-1622 @ 2.60GHz,$170.00*,1306,2,"6,205",cpus,8
4,mid_range,AMD FX-8370 Eight-Core,$200.00,1307,1401,"6,204",cpus,8
4,mid_range,Intel Core i7-4850HQ @ 2.30GHz,$434.00*,1308,244,"6,196",cpus,8
4,mid_range,Intel Core i7-8565UC @ 1.80GHz,NA,1309,1,"6,187",cpus,8
8,mid_range,Samsung s5e8835,NA,1310,29,"6,182",cpus,8
4,mid_range,Intel Core i7-8565U @ 1.80GHz,$615.00*,1311,2662,"6,182",cpus,8
8,mid_range,SM7325,NA,1312,15,"6,178",cpus,8
4,mid_range,Intel Core i7-3770S @ 3.10GHz,$75.00,1313,995,"6,178",cpus,8
4,mid_range,Intel Xeon E3-1275L v3 @ 2.70GHz,NA,1314,52,"6,176",cpus,8
4,mid_range,Intel Xeon E3-1265L v3 @ 2.50GHz,$286.54,1315,95,"6,174",cpus,8
4,mid_range,Intel Xeon E3-1240L v5 @ 2.10GHz,$278.00*,1316,6,"6,173",cpus,8
4,mid_range,Intel Core i3-9300T @ 3.20GHz,$143.00*,1317,6,"6,163",cpus,4
4,mid_range,Intel Core i3-8100 @ 3.60GHz,$64.24,1318,2933,"6,159",cpus,4
2,mid_range,Intel Core i3-1115G4 @ 3.00GHz,$281.00*,1319,1005,"6,158",cpus,4
4,mid_range,Intel Core i7-4900MQ @ 2.80GHz,$556.00*,1320,690,"6,157",cpus,8
8,mid_range,MT6893Z_C/CZA,NA,1321,7,"6,139",cpus,8
8,mid_range,Samsung Exynos 990,NA,1322,35,"6,139",cpus,8
4,mid_range,Intel Core i7-4770HQ @ 2.20GHz,NA,1323,411,"6,136",cpus,8
8,mid_range,SM8350,NA,1324,557,"6,134",cpus,8
6,mid_range,Intel Xeon E5-2630 @ 2.30GHz,$29.00,1325,128,"6,117",cpus,12
8,mid_range,"Qualcomm Technologies, Inc SM8350",NA,1326,293,"6,112",cpus,8
6,mid_range,Intel Xeon E5-2440 @ 2.40GHz,$170.00,1327,19,"6,091",cpus,12
4,mid_range,Intel Core i7-5675C @ 3.10GHz,NA,1328,2,"6,089",cpus,4
4,mid_range,Intel Xeon E3-1505L v6 @ 2.20GHz,NA,1329,1,"6,088",cpus,8
6,mid_range,Intel Xeon X5670 @ 2.93GHz,$100.00,1330,403,"6,086",cpus,12
4,mid_range,Intel Xeon E3-1268L v5 @ 2.40GHz,$456.54*,1331,3,"6,079",cpus,8
4,mid_range,Intel Core i3-8100B @ 3.60GHz,$133.00*,1332,75,"6,075",cpus,4
8,mid_range,Intel Xeon E5-2658 @ 2.10GHz,"$1,350.70*",1333,7,"6,073",cpus,16
6,mid_range,AMD Opteron 6344,$54.95*,1334,1,"6,069",cpus,12
6,mid_range,Intel Xeon X5660 @ 2.80GHz,$97.86,1335,292,"6,065",cpus,12
4,mid_range,Intel Core i7-5700HQ @ 2.70GHz,NA,1336,818,"6,063",cpus,8
4,mid_range,AMD Ryzen 3 2200GE,NA,1337,22,"6,062",cpus,4
4,mid_range,AMD FX-9370 Eight-Core,$120.00,1338,960,"6,059",cpus,8
4,mid_range,AMD EPYC 3101 4-Core,NA,1339,2,"6,050",cpus,4
4,mid_range,AMD Ryzen 3 PRO 3300U,NA,1340,34,"6,047",cpus,4
4,mid_range,Intel Core i7-4810MQ @ 2.80GHz,$179.95*,1341,2322,"6,045",cpus,8
8,mid_range,MT6893Z_A/CZA,NA,1342,94,"6,043",cpus,8
4,mid_range,Intel Core i5-6600 @ 3.30GHz,$31.49,1343,2826,"6,034",cpus,4
4,mid_range,AMD FX-8350 Eight-Core,$110.26,1344,18775,"6,033",cpus,8
2,midlow_range,Intel Celeron G4950 @ 3.30GHz,$119.99*,2174,1,"2,714",cpus,2
8,midlow_range,MediaTek MT6779V/CV,NA,2175,48,"2,712",cpus,8
4,midlow_range,Virtual @ 2.00GHz,NA,2176,1,"2,709",cpus,4
4,midlow_range,Intel Xeon E5530 @ 2.40GHz,$29.99,2177,51,"2,707",cpus,8
2,midlow_range,Intel Core i7-4600U @ 2.10GHz,NA,2178,1419,"2,700",cpus,4
2,midlow_range,Intel Celeron G5900 @ 3.40GHz,$43.00,2179,18,"2,696",cpus,2
2,midlow_range,Intel Core i5-3340M @ 2.70GHz,$69.95*,2180,1064,"2,695",cpus,4
4,midlow_range,AMD Phenom II X4 B65,NA,2181,19,"2,690",cpus,4
2,midlow_range,AMD 3015e,NA,2182,27,"2,689",cpus,4
4,midlow_range,Intel Xeon E5607 @ 2.27GHz,$34.88,2183,15,"2,686",cpus,4
8,midlow_range,MT6769H,NA,2184,42,"2,684",cpus,8
2,midlow_range,AMD Athlon X4 740 Quad Core,$10.00,2185,287,"2,684",cpus,4
2,midlow_range,AMD PRO A10-8750B,NA,2186,39,"2,683",cpus,4
2,midlow_range,Intel Core i5-4402E @ 1.60GHz,NA,2187,1,"2,681",cpus,4
2,midlow_range,Intel Core i3-4110M @ 2.60GHz,NA,2188,6,"2,678",cpus,4
4,midlow_range,Intel Celeron J4115 @ 1.80GHz,NA,2189,65,"2,675",cpus,4
8,midlow_range,ARM D2000/8 8 Core 2300 MHz,NA,2190,3,"2,674",cpus,8
4,midlow_range,AMD Phenom II X4 970,$42.89,2191,369,"2,668",cpus,4
8,midlow_range,Hisilicon Kirin970,NA,2192,201,"2,667",cpus,8
2,midlow_range,Intel Core i7-7Y75 @ 1.30GHz,NA,2193,244,"2,665",cpus,4
8,midlow_range,"ARM Phytium,D2000/8 8 Core 2300 MHz",NA,2194,1,"2,665",cpus,8
2,midlow_range,Intel Core i5-7Y57 @ 1.20GHz,NA,2195,40,"2,664",cpus,4
4,midlow_range,AMD PRO A12-9800B,NA,2196,54,"2,663",cpus,4
8,midlow_range,Unisoc T606,NA,2197,24,"2,660",cpus,8
2,midlow_range,Intel Core i5-4288U @ 2.60GHz,NA,2198,158,"2,660",cpus,4
4,midlow_range,Intel Core2 Extreme X9770 @ 3.20GHz,"$1,608.95*",2199,87,"2,658",cpus,4
4,midlow_range,Intel Xeon E5-2407 @ 2.20GHz,$39.00,2200,21,"2,658",cpus,4
2,midlow_range,Intel Core i5-3320M @ 2.60GHz,$44.04*,2201,3800,"2,653",cpus,4
2,midlow_range,Intel Core i3-3250T @ 3.00GHz,NA,2202,4,"2,650",cpus,4
2,midlow_range,AMD FX-4130 Quad-Core,$19.93,2203,639,"2,649",cpus,4
