g2dmark,level,maxtdp,name,price,rank,sample,score,segment
279,midlow_range,-1,Radeon HD 7640G + 6400M Dual,NA,1433,7,527,gpus
192,midlow_range,50,Radeon R5 240,85.00*,1434,315,526,gpus
244,midlow_range,-1,Radeon HD 7600G N HD 7600G + HD ON HD Dual,NA,1435,1,526,gpus
386,midlow_range,-1,Radeon HD 7660D + R5 235 Dual,NA,1436,1,524,gpus
89,midlow_range,-1,Radeon HD 7660G + HD 7600M Dual,NA,1437,104,523,gpus
323,midlow_range,-1,Radeon HD 7520G + 7670M Dual,NA,1438,62,523,gpus
170,midlow_range,23,GeForce GT 425M,NA,1439,535,523,gpus
138,midlow_range,-1,Radeon R5 M255,NA,1440,105,523,gpus
135,midlow_range,-1,"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",NA,1441,19,521,gpus
279,midlow_range,-1,Intel HD 4400,NA,1442,3682,521,gpus
129,midlow_range,-1,MCT USB3.0 External Device,NA,-1,1,520,gpus
488,midlow_range,-1,Radeon HD 8670M,NA,1443,20,520,gpus
173,midlow_range,35,GeForce GT 435M,NA,1444,137,520,gpus
189,midlow_range,35,NVS 5200M,NA,1445,1333,519,gpus
97,midlow_range,-1,Radeon HD 7640G + HD 7670M Dual,NA,1446,20,519,gpus
207,midlow_range,-1,Radeon Vega 3 Athlon Silver 3050e,NA,1447,5,518,gpus
519,midlow_range,-1,IncrediblE HD 4000,NA,1448,2,517,gpus
635,midlow_range,-1,Intel HD P4000,NA,1449,13,516,gpus
194,midlow_range,30,Radeon R5 330,339.99*,1450,13,513,gpus
284,midlow_range,-1,Mobility Radeon HD 4830,NA,1451,3,512,gpus
152,midlow_range,-1,Radeon 6600M,NA,1452,710,512,gpus
309,midlow_range,-1,Radeon HD 7640G + 7610M Dual,NA,1453,7,510,gpus
201,midlow_range,-1,Radeon HD 7600G + HD 7550M Dual,NA,1454,2,509,gpus
294,midlow_range,-1,Radeon HD 7620G + 8600M Dual,NA,1455,13,509,gpus
416,midlow_range,-1,Radeon R5 PRO A6-8500B 2C+4G,NA,1456,1,508,gpus
267,midlow_range,-1,Radeon HD 7620G + HD 8670M Dual,NA,1457,24,507,gpus
88,midlow_range,141,GeForce 9800 GTX+,NA,1458,420,507,gpus
114,midlow_range,15,GeForce 820M,NA,1459,2403,506,gpus
243,midlow_range,-1,Radeon Vega 2,NA,1460,11,506,gpus
406,midlow_range,-1,GeForce GTS 150M,NA,1461,1,504,gpus
322,midlow_range,-1,Radeon HD 8450G + HD 8750M Dual,NA,1462,4,504,gpus
69,midlow_range,125,GeForce 8800 GT,69.99*,1463,1662,503,gpus
178,midlow_range,100,Radeon HD 7660D,NA,1464,1619,503,gpus
138,midlow_range,-1,Radeon R7 M265DX,NA,1465,3,499,gpus
142,midlow_range,26,Mobility Radeon HD 5730,NA,1466,690,498,gpus
279,midlow_range,-1,TRINITY SCRAPPER MOBILE,NA,1467,5,498,gpus
402,midlow_range,-1,SUMO 964A,NA,1468,2,498,gpus
262,midlow_range,-1,Radeon HD 7500G + 7550M Dual,NA,1469,7,497,gpus
538,midlow_range,-1,ASUS EAH4870x2,NA,1470,2,496,gpus
295,midlow_range,-1,Radeon HD 7520G + HD 7670M Dual,NA,1471,5,495,gpus
50,midlow_range,95,GeForce 9600 GT,64.99*,1472,3726,495,gpus
437,midlow_range,-1,Radeon HD8530M,NA,1473,3,490,gpus
525,midlow_range,-1,Radeon HD 8670D N HD 8670D + HD 8670D Dual,NA,1474,1,489,gpus
87,midlow_range,32,GeForce GT 540M,87.95*,1475,3652,488,gpus
210,midlow_range,-1,Radeon HD 8550G + R5 M230 Dual,NA,1476,4,488,gpus
366,midlow_range,-1,Radeon R4E,NA,1477,1,487,gpus
280,midlow_range,-1,Radeon HD 7520G + 7400M Dual,NA,1478,2,487,gpus
128,midlow_range,-1,Radeon HD 8690A,NA,1479,877,484,gpus
191,midlow_range,39,Radeon HD 5570,179.99*,1480,1927,484,gpus
118,midlow_range,-1,Radeon R7 M260,799.00*,1481,253,484,gpus
155,midlow_range,-1,Radeon HD 8610G + HD 8600M Dual,NA,1482,18,481,gpus
163,midlow_range,-1,Radeon R5 M420,NA,1483,24,480,gpus
184,midlow_range,-1,Quadro K500M,NA,-1,1,480,gpus
304,midlow_range,-1,Mobility Radeon HD 5000 Serisi,NA,1484,2,479,gpus
159,midlow_range,-1,Radeon 3020e,NA,1485,11,479,gpus
186,midlow_range,-1,Mobility Radeon HD 3870 X2,NA,1486,57,478,gpus
126,midlow_range,-1,Radeon HD 7600G + HD 7500M/7600M Dual,NA,1487,7,477,gpus
165,midlow_range,-1,GeForce 800A,NA,1488,5,477,gpus
101,midlow_range,20,Radeon HD 7670M,629.99*,1489,457,476,gpus
151,midlow_range,-1,Radeon R6 A8-8600P,NA,1490,7,475,gpus
413,midlow_range,-1,Radeon HD 8450G + 8670M Dual,NA,1491,2,475,gpus
196,midlow_range,-1,Radeon HD 7640G + HD 8570M Dual,NA,1492,5,475,gpus
506,midlow_range,43,FirePro 3D V3800,149.99*,1493,47,472,gpus
126,midlow_range,-1,Radeon HD 7660G,NA,1494,678,472,gpus
68,midlow_range,125,GeForce 9800 GT,74.99*,1495,3372,471,gpus
469,midlow_range,-1,Radeon HD 8570D + R5 235 Dual,NA,1496,1,471,gpus
167,midlow_range,-1,Radeon R5 M315,NA,1497,14,470,gpus
138,midlow_range,-1,GeForce GT625M,NA,1498,30,470,gpus
364,midlow_range,70,Quadro FX 3600M,NA,1499,36,467,gpus
69,midlow_range,45,Quadro FX 1800M,NA,1500,246,467,gpus
209,midlow_range,33,GeForce 710A,NA,1501,26,467,gpus
118,midlow_range,-1,GeForce GT 720M,NA,1502,1372,466,gpus
385,midlow_range,-1,SUMO 9644,NA,1503,1,466,gpus
490,midlow_range,-1,Radeon HD 7660D + 7470 Dual,NA,1504,3,466,gpus
403,midlow_range,13,Radeon HD 7550M,NA,1505,22,465,gpus
469,midlow_range,-1,FirePro V5700,188.06*,1506,2,465,gpus
124,midlow_range,-1,Radeon HD 7640G,NA,1507,1146,464,gpus
123,midlow_range,12,GeForce 710M,NA,1508,895,463,gpus
374,midlow_range,-1,Mobility Radeon HD 4670,NA,1509,234,463,gpus
164,midlow_range,100,Radeon HD 7560D,NA,1510,1153,463,gpus
174,midlow_range,65,GeForce 8800M GTX,NA,1511,47,462,gpus
108,midlow_range,60,GeForce 9800M GS,NA,1512,63,460,gpus
297,midlow_range,-1,Radeon HD 7660G + HD 7600M N HD 7600M Dual,NA,1513,1,460,gpus
90,midlow_range,20,GeForce GT 525M,NA,1514,1681,459,gpus
192,midlow_range,-1,Intel HD Family,NA,1515,29616,457,gpus
87,midlow_range,75,Quadro FX 3700M,925.00*,1516,175,456,gpus
455,midlow_range,-1,GeForce 705M,NA,1517,21,456,gpus
88,midlow_range,75,GeForce 9800M GTX,328.50*,1518,47,454,gpus
65,midlow_range,43,GeForce GT 320,32.69*,1519,249,454,gpus
345,midlow_range,-1,Radeon HD 7520G + 7650M Dual,NA,1520,3,453,gpus
236,midlow_range,-1,GeForce 800M,NA,1521,25,453,gpus
326,midlow_range,-1,Radeon HD 8450G + HD 8600M Dual,NA,1522,2,452,gpus
238,midlow_range,-1,Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,NA,1523,1,452,gpus
176,midlow_range,15,GeForce GT 625M,NA,1524,33,451,gpus
144,midlow_range,15,Mobility Radeon HD 5650,NA,1525,2568,449,gpus
129,midlow_range,-1,"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",NA,-1,1,449,gpus
149,midlow_range,-1,Radeon HD 7520G + HD 7600M Dual,NA,1526,16,447,gpus
117,midlow_range,-1,GeForce GT 710M,NA,1527,154,447,gpus
359,midlow_range,-1,Radeon HD 7660G + 8600M Dual,NA,1528,3,446,gpus
497,midlow_range,-1,PHDGD Ivy 5,NA,1529,2,445,gpus
221,midlow_range,38,Quadro 410,129.00*,1530,103,443,gpus
266,midlow_range,-1,Radeon HD 7620G + HD 8600M Dual,NA,1531,18,443,gpus
62,midlow_range,20,Radeon HD 7650M,NA,1532,205,441,gpus
128,midlow_range,15,GeForce GT 620M,NA,1533,630,441,gpus
36,midlow_range,146,GeForce 8800 GTS,79.99*,1534,857,438,gpus
158,midlow_range,-1,Radeon HD 7600G + HD Dual,NA,1535,9,435,gpus
263,midlow_range,-1,Radeon HD 8410G,NA,1536,8,435,gpus
154,midlow_range,-1,Radeon HD 8570D,NA,1537,888,434,gpus
73,low_end,23,GeForce GT 120M,NA,1800,34,160,gpus
101,mid_range,-1,P106-090,NA,586,9,"2,343",gpus
91,midlow_range,75,Radeon HD 3850 AGP,NA,1538,50,432,gpus
186,midlow_range,13,Radeon HD 7570M,NA,1539,518,430,gpus
131,midlow_range,134,Quadro FX 4600,333.25*,1540,372,430,gpus
118,midlow_range,-1,Radeon HD 8610G,NA,1541,463,428,gpus
129,midlow_range,-1,Surface Duo Adreno 640 GPU,NA,1542,2,426,gpus
190,midlow_range,-1,Radeon R5 M240,NA,1543,11,425,gpus
206,midlow_range,-1,FirePro M2000,NA,1544,120,424,gpus
301,midlow_range,-1,Radeon HD 7640G + HD 7500/7600 Dual,NA,1545,1,424,gpus
246,midlow_range,-1,Radeon HD 7600G + 7550M Dual,NA,1546,3,423,gpus
296,midlow_range,-1,RADEON HD6410D,NA,1547,3,423,gpus
287,midlow_range,-1,Radeon HD 7640G N HD 7640G + HD 8570M Dual,NA,1548,1,423,gpus
125,midlow_range,-1,Radeon R7 Eng Sample: ZM2111C1Y4382_34/21/13/06_98,NA,-1,1,422,gpus
59,midlow_range,75,Quadro FX 2800M,190.00*,1549,323,422,gpus
163,midlow_range,-1,Radeon HD 8570M,NA,1550,32,422,gpus
132,midlow_range,-1,Radeon R5 M320,NA,1551,34,421,gpus
189,midlow_range,50,GeForce GT 420,155.00*,1552,496,420,gpus
734,midlow_range,-1,Intel 4th Generation Haswell HD,NA,1553,2,420,gpus
89,midlow_range,23,GeForce GT 420M,NA,1554,337,417,gpus
131,midlow_range,-1,Radeon R5 M230,NA,1555,107,413,gpus
69,midlow_range,-1,GeForce 810M,NA,1556,81,410,gpus
119,midlow_range,-1,"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",NA,1557,16,408,gpus
113,midlow_range,28,GeForce GTS 350M,NA,1558,28,408,gpus
393,midlow_range,7,Radeon HD 7470M,NA,1559,4,408,gpus
115,midlow_range,-1,Radeon HD 8550G,NA,1560,374,408,gpus
197,midlow_range,-1,Radeon HD 7640G + HD 7600M N HD 7600M Dual,NA,1561,1,407,gpus
210,midlow_range,-1,Radeon HD 7600G + 7500M/7600M Dual,NA,1562,3,406,gpus
346,midlow_range,-1,RADEON E4690,NA,1563,3,405,gpus
112,midlow_range,-1,Radeon HD 8500M,NA,1564,139,405,gpus
70,midlow_range,59,Quadro FX 1800,135.00*,1565,1021,402,gpus
33,midlow_range,75,Radeon HD 3850,NA,1566,804,402,gpus
133,midlow_range,100,Radeon HD 6550D,NA,1567,801,401,gpus
319,midlow_range,-1,Mobility Radeon HD 4650,NA,1568,961,401,gpus
98,midlow_range,75,GeForce 9800M GTS,NA,1569,119,401,gpus
36,midlow_range,28,GeForce GT 335M,NA,1570,307,401,gpus
92,midlow_range,-1,GeForce GT 330,39.99*,1571,136,401,gpus
259,midlow_range,-1,Radeon HD 8650D,NA,1572,10,396,gpus
182,midlow_range,-1,Radeon R5 Opteron X3216,NA,1573,13,394,gpus
220,midlow_range,-1,Radeon HD 7600G + 7450M Dual,NA,1574,3,390,gpus
184,midlow_range,-1,Intel HD 5300,NA,1575,1251,390,gpus
427,midlow_range,-1,IncrediblE HD,NA,1576,1,389,gpus
47,midlow_range,65,GeForce GTX 260M,NA,1577,329,389,gpus
165,midlow_range,-1,GeForce 7900 GTX,NA,1578,90,388,gpus
159,midlow_range,50,GeForce 8800M GTS,NA,1579,36,382,gpus
80,midlow_range,65,GeForce 9800M GT,NA,1580,22,381,gpus
109,midlow_range,75,GeForce GT 130,151.34*,1581,41,381,gpus
41,midlow_range,59,Radeon HD 4670,142.96*,1582,2077,381,gpus
514,midlow_range,-1,Radeon HD 6490M,"1,193.03*",1583,16,378,gpus
387,midlow_range,-1,Radeon HD 7520G + 8750M Dual,NA,1584,1,377,gpus
257,midlow_range,-1,Radeon HD 7600G + 6400M Dual,NA,1585,1,377,gpus
331,midlow_range,-1,PHDGD Ivy 4,NA,1586,13,375,gpus
98,midlow_range,78,Quadro FX 3700,213.27*,1587,277,375,gpus
379,midlow_range,-1,Radeon HD 8570D + HD8490 Dual,NA,1588,1,374,gpus
175,midlow_range,39,Radeon HD 5550,54.99*,1589,316,372,gpus
823,midlow_range,-1,GeForce GT 610M / GT 620M / GT 710M / GT 720M / GT,NA,1590,1,369,gpus
110,midlow_range,-1,Intel UHD Graphics 605,NA,1591,650,368,gpus
294,midlow_range,-1,Matrox Millennium P690 PCIe x16,NA,1592,4,367,gpus
585,midlow_range,-1,Radeon HD4670,NA,1593,1,366,gpus
248,midlow_range,-1,Mobility Radeon HD 3850,NA,1594,2,366,gpus
102,midlow_range,-1,Radeon HD 8510G,NA,1595,276,365,gpus
262,midlow_range,-1,Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,NA,1596,1,365,gpus
146,midlow_range,-1,Radeon HD 8450G,NA,1597,121,364,gpus
336,midlow_range,-1,Radeon HD 7660G + HD 8600M Dual,NA,1598,1,364,gpus
156,midlow_range,30,GeForce GT 620,154.00*,1599,1519,363,gpus
141,midlow_range,-1,Radeon HD 8470D,NA,1600,578,360,gpus
150,midlow_range,-1,Radeon Vega 3 Ryzen Embedded R1305G,NA,1601,3,359,gpus
265,midlow_range,-1,Radeon HD 7500G + HD 7500M/7600M Dual,NA,1602,2,356,gpus
119,midlow_range,-1,Radeon 3015e,NA,1603,5,355,gpus
105,midlow_range,45,Radeon HD 6620G,NA,1604,762,354,gpus
282,midlow_range,-1,Radeon HD 6480M,NA,1605,1,353,gpus
317,midlow_range,-1,Mobility Radeon HD 565v,NA,1606,10,353,gpus
107,midlow_range,-1,Radeon HD 7620G,NA,1607,82,352,gpus
429,midlow_range,-1,Radeon HD 7580D,NA,1608,2,351,gpus
95,midlow_range,-1,Intel HD 505,NA,1609,143,346,gpus
47,midlow_range,65,Quadro FX 2700M,99.95*,1610,274,346,gpus
189,midlow_range,-1,GeForce 7950 GT,203.99*,1611,167,344,gpus
188,midlow_range,-1,Intel HD 4000,"1,592.95*",1612,43116,342,gpus
167,midlow_range,35,Radeon R5 235,60.13*,1613,69,342,gpus
466,midlow_range,48,FirePro 3D V3750,50.88*,1614,45,341,gpus
444,midlow_range,-1,FireGL V5600,225.00*,1615,34,341,gpus
186,midlow_range,-1,Radeon HD 8310E,NA,1616,1,341,gpus
448,midlow_range,-1,Radeon HD 7660D + HD 7400 Dual,NA,1617,1,340,gpus
110,midlow_range,84,GeForce 9600 GSO,49.99*,1618,249,339,gpus
187,midlow_range,30,GeForce GT 625,NA,1619,105,338,gpus
415,midlow_range,-1,Radeon HD 8570D + HD 8470 Dual,NA,1620,1,338,gpus
551,midlow_range,35,FirePro RG220,650.18*,1621,1,335,gpus
135,midlow_range,100,Radeon HD 6530D,NA,1622,789,335,gpus
131,midlow_range,-1,Radeon HD 7600G + 8500M/8700M Dual,NA,1623,5,334,gpus
168,midlow_range,29,GeForce GT 705,296.76*,1624,202,333,gpus
545,midlow_range,-1,Radeon R5 310,499.00*,1625,18,332,gpus
126,midlow_range,65,Radeon HD 7540D,NA,1626,523,331,gpus
99,midlow_range,-1,Radeon R4,396.99*,1627,1772,331,gpus
121,midlow_range,105,GeForce 8800 GS,NA,1628,108,330,gpus
79,midlow_range,90,GeForce 9600 GSO 512,NA,1629,95,330,gpus
441,midlow_range,7,Radeon HD 7450M,NA,1630,3,330,gpus
126,midlow_range,-1,Radeon Athlon PRO 3045B,NA,-1,1,330,gpus
146,midlow_range,-1,Radeon HD 7600G + HD 7400M Dual,NA,1631,1,329,gpus
95,midlow_range,-1,Intel UHD Graphics 600,NA,1632,2242,327,gpus
326,midlow_range,-1,GeForce GT 120 / 9500 GT,NA,1633,1,325,gpus
224,midlow_range,-1,Radeon E6460,NA,1634,1,324,gpus
70,midlow_range,-1,GeForce GT 230,43.99*,1635,264,323,gpus
178,midlow_range,-1,FirePro V3800,124.99*,1636,23,321,gpus
152,midlow_range,-1,Radeon HD 8370D,NA,1637,272,320,gpus
312,midlow_range,-1,RADEON HD6370D,NA,1638,9,320,gpus
434,midlow_range,-1,GeForce 240M GT,NA,1639,1,320,gpus
365,midlow_range,-1,Mobility Radeon HD 560v,NA,1640,29,318,gpus
107,midlow_range,-1,Radeon HD 7520G,NA,1641,644,315,gpus
328,midlow_range,-1,Radeon HD 7520G + 8600/8700M Dual,NA,1642,2,311,gpus
53,low_end,33,GeForce 315,32.99*,1801,173,159,gpus
48,low_end,-1,GeForce 7600 GS,175.00*,1802,550,157,gpus
346,low_end,-1,Radeon HD 4300/4500 Serisi,NA,1803,2,156,gpus
54,low_end,-1,Radeon HD 7340,552.69*,1804,549,155,gpus
52,low_end,-1,Radeon HD 3670,NA,1805,784,152,gpus
47,low_end,40,Quadro FX 580,130.00*,1806,879,152,gpus
466,low_end,-1,Radeon X1950 CrossFire Edition,NA,1807,2,151,gpus
149,low_end,14,GeForce 305M,NA,1808,3,151,gpus
155,low_end,-1,Radeon HD 3650 AGP,185.00*,1809,66,150,gpus
29,low_end,75,GeForce 8600 GTS,241.99*,1810,642,150,gpus
235,low_end,83,Quadro FX 3450,119.99*,1811,2,149,gpus
58,low_end,32,Quadro 400,211.00*,1812,126,148,gpus
369,low_end,-1,Mobility Radeon HD 4350,NA,1813,10,148,gpus
44,low_end,45,Radeon HD 6320,554.99*,1814,1087,148,gpus
232,low_end,-1,GeForce Go 7700,NA,1815,4,148,gpus
219,low_end,-1,ZX Chrome 645/640 GPU,NA,1816,1,147,gpus
9,low_end,-1,S3 5400EW,NA,1817,13,146,gpus
29,low_end,23,GeForce GT 130M,NA,1818,187,146,gpus
408,low_end,75,Radeon X1900 GT,NA,1819,14,146,gpus
184,low_end,17,FirePro 2270,134.00*,1820,79,145,gpus
60,low_end,-1,GeForce 9200M GE,NA,1821,51,144,gpus
108,low_end,-1,Radeon HD 6300M,NA,1822,771,143,gpus
212,low_end,-1,GeForce 6800 GT,NA,1823,27,142,gpus
33,low_end,50,GeForce 9500 GT,85.99*,1824,3381,142,gpus
6,low_end,-1,EG PARK,NA,-1,1,141,gpus
171,low_end,19.1,RADEON HD 6350,59.00*,1825,23,141,gpus
441,low_end,-1,Radeon HD 4290,NA,1826,180,141,gpus
414,low_end,48,Radeon X1800 GTO,NA,1827,13,141,gpus
92,low_end,-1,Radeon HD 6290M,NA,1828,10,140,gpus
379,low_end,-1,nForce 760i SLI,NA,1829,3,140,gpus
152,low_end,14,NVS 2100M,NA,1830,63,140,gpus
85,low_end,-1,GeForce 8200,NA,1831,172,140,gpus
629,low_end,-1,Intel Haswell HD - GT2,NA,1832,8,139,gpus
153,low_end,-1,GeForce 6800 Ultra,NA,1833,3,139,gpus
35,low_end,-1,Radeon HD 8180,NA,1834,104,139,gpus
149,low_end,19.1,Radeon HD 5450,94.96*,1835,4546,138,gpus
197,low_end,-1,GeForce Go 6800 Ultra,NA,1836,4,138,gpus
30,low_end,23,GeForce 9600M GT,78.20*,1837,959,138,gpus
67,low_end,-1,GeForce 6600 GT,64.95*,1838,249,137,gpus
506,low_end,100,Radeon X1900 CrossFire Edition,NA,1839,4,137,gpus
61,low_end,23,GeForce 9650M GT,117.30*,1840,81,137,gpus
21,low_end,-1,Mobility Radeon HD 4570,75.90*,1841,1804,136,gpus
26,low_end,40,GeForce 8400 GS,85.97*,1842,3100,136,gpus
32,low_end,-1,GeForce 7300 GT,149.99*,1843,392,136,gpus
82,low_end,-1,GeForce G200,NA,1844,10,136,gpus
26,low_end,25,Radeon HD 3450,89.00*,1845,1378,136,gpus
377,low_end,-1,Mobility Radeon HD 4330,NA,1846,8,135,gpus
286,low_end,-1,Mobility Radeon X1900,NA,1847,3,135,gpus
314,low_end,-1,GeForce 9800 GT 1024MB,NA,1848,1,134,gpus
216,low_end,-1,EAH5450,109.99*,1849,1,134,gpus
334,low_end,-1,GeForce 7650 GS,NA,1850,30,134,gpus
111,low_end,19,Radeon R5 220,85.26*,1851,2807,133,gpus
82,low_end,-1,VIA/S3G C-645/640 GPU,NA,1852,3,132,gpus
109,low_end,50,Quadro FX 1600M,149.90*,1853,134,131,gpus
100,low_end,28,Quadro FX 380 LP,NA,1854,54,131,gpus
247,low_end,-1,MOBILITY RADEON X1800,NA,1855,8,130,gpus
383,low_end,-1,RADEON X800 SE,NA,1856,1,130,gpus
36,low_end,-1,Mobility Radeon HD 3650,73.53*,1857,922,129,gpus
366,low_end,-1,GeForce 9300 / nForce 730i,NA,1858,50,129,gpus
44,low_end,-1,Radeon HD 7310,NA,1859,784,129,gpus
70,low_end,30,Radeon HD 3470,109.65*,1860,154,128,gpus
322,low_end,-1,FireGL V7300,"1,189.99*",1861,2,128,gpus
220,low_end,-1,GeForce Go 7600,NA,1862,193,128,gpus
109,low_end,20,Quadro NVS 320M,NA,1863,44,128,gpus
444,low_end,-1,All-in-Wonder X1900,NA,1864,4,127,gpus
384,low_end,-1,GeForce 9300,59.00*,1865,2,127,gpus
372,low_end,-1,Radeon HD 3300,NA,1866,162,127,gpus
308,low_end,30.5,GeForce 205,NA,1867,5,126,gpus
148,low_end,-1,Seria Mobility Radeon HD 3400,NA,1868,1,125,gpus
57,low_end,29,GeForce 8700M GT,NA,1869,107,124,gpus
152,low_end,70,Quadro FX 1400,245.01*,1870,59,124,gpus
47,low_end,-1,GeForce G100,19.99*,1871,68,124,gpus
33,low_end,45,GeForce 8500 GT,NA,1872,1133,124,gpus
63,low_end,-1,Qualcomm Adreno 618 GPU,NA,1873,46,124,gpus
89,low_end,-1,Radeon HD 7290M,NA,1874,2,123,gpus
121,low_end,-1,GeForce 6800 XT,NA,1875,33,123,gpus
491,low_end,-1,Intel Haswell HD - GT1,NA,1876,10,123,gpus
408,low_end,-1,Radeon HD 4250,NA,1877,880,123,gpus
43,low_end,17.5,NVS 300,62.97*,1878,342,123,gpus
35,low_end,45,Radeon HD 6310,NA,1879,2033,122,gpus
73,low_end,14,GeForce GT 220M,NA,1880,169,122,gpus
171,low_end,20,GeForce 9500M G,NA,1881,3,122,gpus
105,low_end,25,Quadro FX 380M,NA,1882,37,121,gpus
297,low_end,-1,Radeon HD 2400,88.20*,1883,91,121,gpus
44,low_end,30.5,GeForce 310,108.35*,1884,374,120,gpus
55,low_end,-1,GeForce 405,24.64*,1885,178,120,gpus
218,low_end,-1,Extreme AX850 PRO,NA,1886,1,120,gpus
75,low_end,-1,GeForce 505,115.06*,1887,19,120,gpus
356,low_end,25,Radeon HD 2400 XT,NA,1888,228,119,gpus
385,low_end,-1,RV530 PRO,NA,1889,3,119,gpus
54,low_end,-1,Qualcomm Adreno 540 GPU,NA,1890,5,119,gpus
62,low_end,20,GeForce 9600M GS,NA,1891,249,118,gpus
487,low_end,15,FireMV 2260,88.08*,1892,9,117,gpus
270,low_end,-1,Mobile Intel 45 Express-Chipsatzfamilie,NA,1893,9,117,gpus
351,low_end,-1,PHDGD Quantic C3,NA,1894,4,117,gpus
43,low_end,47,GeForce 8600 GT,196.00*,1895,2132,117,gpus
254,low_end,-1,Radeon X1700 Targa Edition,NA,1896,2,117,gpus
347,low_end,-1,FireGL V7200,NA,1897,28,116,gpus
355,low_end,42,Radeon X1600 XT,NA,1898,32,116,gpus
39,low_end,42,Quadro FX 1700,350.14*,1899,540,115,gpus
49,low_end,-1,Radeon HD 7290,NA,1900,121,115,gpus
22,low_end,14,GeForce G210M,NA,1901,207,115,gpus
39,low_end,14,GeForce 315M,NA,1902,344,115,gpus
161,low_end,-1,RADEON X800 GTO,NA,1903,31,115,gpus
36,low_end,14,NVS 3100M,NA,1904,1477,115,gpus
208,low_end,35,GeForce Go 7800,NA,1905,5,115,gpus
347,low_end,-1,FireGL V5200,133.40*,1906,23,115,gpus
345,low_end,20,Radeon HD 2400 Pro,NA,1907,500,114,gpus
200,mid_range,-1,GRID M10-2B,NA,587,2,"2,333",gpus
712,mid_range,-1,Ryzen 5 5600H with Radeon Graphics,NA,588,11,"2,333",gpus
306,mid_range,75,Radeon R9 M470,NA,589,7,"2,331",gpus
416,mid_range,-1,GRID M10-1B,NA,590,4,"2,310",gpus
418,mid_range,294,Radeon HD 5970,179.99*,591,532,"2,308",gpus
599,mid_range,-1,Ryzen 5 PRO 4400G with Radeon Graphics,NA,592,3,"2,306",gpus
336,mid_range,150,FirePro V7900,190.00*,593,75,"2,305",gpus
447,mid_range,50,Radeon RX 550X,NA,594,108,"2,301",gpus
669,mid_range,-1,Ryzen 7 PRO 5850U with Radeon Graphics,NA,595,254,"2,300",gpus
692,mid_range,-1,Radeon Ryzen 5 4400G,NA,-1,1,"2,296",gpus
570,mid_range,-1,Radeon Ryzen 7 4800U,NA,596,196,"2,285",gpus
787,mid_range,-1,Ryzen 3 PRO 5350G with Radeon Graphics,NA,597,34,"2,283",gpus
572,mid_range,-1,Ryzen 5 4600H with Radeon Graphics,NA,598,206,"2,282",gpus
214,mid_range,25,GeForce MX150,59.29*,599,3362,"2,281",gpus
444,mid_range,-1,FirePro V8800,198.00*,600,4,"2,281",gpus
772,mid_range,-1,Radeon Ryzen 5 PRO 5650GE,NA,601,56,"2,276",gpus
520,mid_range,-1,Radeon Ryzen 7 Microsoft Surface Edition,NA,602,56,"2,273",gpus
319,mid_range,75,Quadro K3100M,399.95*,603,641,"2,272",gpus
576,mid_range,-1,Radeon Ryzen 7 5800HS Creator Edition,NA,-1,1,"2,271",gpus
655,mid_range,75,Radeon HD 6970M,215.99*,604,3,"2,270",gpus
637,mid_range,95,Radeon R7 250X,194.00*,605,2,"2,269",gpus
380,mid_range,150,GeForce GTX 460,89.99*,606,6790,"2,269",gpus
330,mid_range,-1,Intel UHD Graphics P630,NA,607,130,"2,267",gpus
462,mid_range,-1,Intel HD 5600,NA,608,24,"2,264",gpus
787,mid_range,-1,Ryzen 3 PRO 5350GE with Radeon Graphics,NA,609,31,"2,262",gpus
591,mid_range,-1,Radeon Vega 11 Ryzen 5 PRO 3350G,NA,-1,1,"2,261",gpus
605,mid_range,-1,Radeon Ryzen 5 7530U,NA,610,52,"2,258",gpus
670,mid_range,-1,Ryzen 3 4300GE with Radeon Graphics,NA,611,65,"2,252",gpus
569,mid_range,-1,Ryzen 7 5700U with Radeon Graphics,NA,612,1080,"2,248",gpus
594,mid_range,-1,Radeon Ryzen 5 7600 6-Core,NA,613,39,"2,245",gpus
469,mid_range,45,Quadro K620,"2,029.99*",614,1839,"2,239",gpus
519,mid_range,-1,Radeon Ryzen 7 5700U,NA,615,249,"2,237",gpus
628,mid_range,-1,Radeon Ryzen 7 PRO 4750GE,NA,616,44,"2,232",gpus
509,mid_range,-1,Intel Iris Pro P580,NA,617,26,"2,231",gpus
544,mid_range,-1,GRID P100-1B,NA,618,1,"2,223",gpus
394,mid_range,228,Radeon HD 5870,295.00*,619,2540,"2,222",gpus
403,mid_range,151,Radeon HD 6870,275.00*,620,6402,"2,217",gpus
542,mid_range,-1,Ryzen 7 Extreme Edition,NA,621,9,"2,215",gpus
331,mid_range,-1,FirePro M6100,NA,622,128,"2,206",gpus
655,mid_range,-1,Ryzen 5 5600U with Radeon Graphics,NA,623,47,"2,188",gpus
671,mid_range,-1,Ryzen 7 4700G with Radeon Graphics,NA,624,35,"2,187",gpus
801,mid_range,-1,Ryzen 3 5300GE with Radeon Graphics,NA,625,8,"2,171",gpus
