g2dmark,level,maxtdp,name,price,rank,sample,score,segment
410,mid_range,-1,FirePro M4000,72.83*,767,183,"1,610",gpus
361,mid_range,-1,Radeon Vega 10 Ryzen 7 PRO 3700U w/,NA,768,12,"1,606",gpus
405,mid_range,-1,Radeon RX Vega11,NA,769,17,"1,605",gpus
200,mid_range,-1,Seria Radeon HD 7700,NA,770,1,"1,604",gpus
365,mid_range,150,Radeon HD 6790,294.00*,771,846,"1,602",gpus
537,mid_range,-1,Ryzen 3 PRO 5450U with Radeon Graphics,NA,772,3,"1,601",gpus
414,mid_range,30,Quadro P400,201.17*,773,446,"1,597",gpus
415,mid_range,-1,Radeon Vega 8,126.86*,774,7991,"1,584",gpus
408,mid_range,-1,Radeon Vega 9,NA,775,53,"1,582",gpus
413,mid_range,51,Quadro K2000D,339.99*,776,160,"1,577",gpus
379,mid_range,-1,Intel Iris Plus 650,NA,777,197,"1,576",gpus
459,mid_range,150,GeForce GTX 555,NA,778,159,"1,575",gpus
467,mid_range,50,Radeon R9 M275X / M375,NA,779,57,"1,575",gpus
612,mid_range,-1,Radeon Athlon Gold PRO 4150GE,NA,780,2,"1,574",gpus
445,mid_range,-1,Radeon RX Vega 11 Ryzen 5 3350G,NA,781,4,"1,572",gpus
377,mid_range,-1,Radeon Vega 10,NA,782,207,"1,563",gpus
375,mid_range,51,Quadro K2000,294.00*,783,1380,"1,562",gpus
651,mid_range,-1,Radeon HD 7560D + HD 6670 Dual,NA,784,1,"1,555",gpus
238,mid_range,-1,Quadro P500,NA,785,93,"1,555",gpus
507,mid_range,-1,Ryzen 3 5300U with Radeon Graphics,NA,786,341,"1,549",gpus
506,mid_range,50,FirePro W4100,184.00*,787,190,"1,549",gpus
544,mid_range,-1,Radeon Ryzen 3 5425U,NA,788,19,"1,546",gpus
465,mid_range,-1,Radeon HD 8470D + HD 7500 Dual,NA,789,2,"1,545",gpus
539,mid_range,-1,Ryzen 3 PRO 4300U with Radeon Graphics,NA,790,7,"1,543",gpus
550,mid_range,-1,Radeon Ryzen 9 7950X3D 16-Core,NA,791,11,"1,541",gpus
526,mid_range,-1,FirePro V8700,157.88*,792,1,"1,539",gpus
306,mid_range,-1,Radeon R9 M275X,NA,793,6,"1,537",gpus
548,mid_range,-1,Ryzen 3 PRO 4450U with Radeon Graphics,NA,794,61,"1,536",gpus
156,midlow_range,-1,Radeon HD 4650 AGP,NA,1747,3,208,gpus
55,midlow_range,-1,Quadro NVS 290,59.00*,1748,366,207,gpus
97,midlow_range,35,Radeon HD 6380G,399.99*,1749,110,207,gpus
46,midlow_range,-1,Intel i gfx-driver-ci-master-9938,NA,-1,1,206,gpus
90,midlow_range,-1,Radeon R3E,NA,1750,8,206,gpus
520,midlow_range,-1,Barco MXRT 1450,NA,1751,1,206,gpus
554,midlow_range,-1,Intel 2nd Generation SandyBridge HD 3000,NA,1752,2,205,gpus
42,midlow_range,23,GeForce GT 230M,NA,1753,497,204,gpus
50,midlow_range,23,GeForce GT 240M,NA,1754,381,203,gpus
413,midlow_range,-1,GeForce 7950 GX2,54.99*,1755,36,202,gpus
75,midlow_range,-1,GeForce 7600 GT,199.00*,1756,435,202,gpus
270,midlow_range,-1,Mobility Radeon HD 545v,NA,1757,11,200,gpus
214,midlow_range,-1,RADEON HD7450,22.25*,1758,1,199,gpus
119,midlow_range,18,Radeon HD 6450,89.00*,1759,4692,199,gpus
150,midlow_range,-1,Radeon HD 6320M,NA,1760,20,198,gpus
87,midlow_range,65,Quadro FX 1500,115.01*,1761,151,197,gpus
146,midlow_range,-1,Radeon HD 7340G,NA,1762,24,196,gpus
393,midlow_range,-1,Intel Infoshock HD,NA,1763,2,194,gpus
201,midlow_range,-1,Radeon HD 8210E,NA,1764,1,194,gpus
106,midlow_range,-1,Radeon HD 6430M,NA,1765,9,193,gpus
329,midlow_range,-1,Mobility Radeon HD 2600 XT,NA,1766,54,192,gpus
289,midlow_range,-1,Mobility Radeon HD 4550,NA,1767,20,191,gpus
70,midlow_range,35,NVS 5100M,NA,1768,262,189,gpus
382,midlow_range,-1,Mobility Radeon HD 540v,NA,1769,24,188,gpus
177,midlow_range,-1,Intel 2nd Generation SandyBridge HD,NA,1770,2,186,gpus
48,midlow_range,-1,Radeon HD 8210,NA,1771,595,185,gpus
92,midlow_range,-1,GeForce 6800 GS,NA,1772,51,183,gpus
98,midlow_range,-1,Quadro FX 3450/4000 SDI,NA,1773,193,183,gpus
329,midlow_range,7,Mobility Radeon HD 5430,NA,1774,41,181,gpus
118,midlow_range,-1,Radeon HD 7310G,NA,1775,3,181,gpus
659,midlow_range,-1,Barco MXRT 7100,NA,1776,1,180,gpus
398,midlow_range,-1,FireGL V3600,160.99*,1777,25,180,gpus
253,midlow_range,-1,Radeon HD 6230,NA,1778,4,179,gpus
465,midlow_range,32,FirePro 3D V3700,84.99*,1779,41,179,gpus
199,midlow_range,-1,GeForce 7800 GS,NA,1780,38,177,gpus
253,midlow_range,20,GeForce Go 7900 GS,NA,1781,56,176,gpus
353,midlow_range,-1,Mobility Radeon HD 530v,NA,1782,28,175,gpus
120,midlow_range,-1,Radeon HD 7310 - Carte graphique,NA,1783,1,174,gpus
135,midlow_range,50,Quadro FX 1700M,NA,1784,54,173,gpus
38,midlow_range,-1,GeForce 9500 GS,NA,1785,216,171,gpus
274,midlow_range,45,Quadro FX 1500M,NA,1786,26,171,gpus
196,midlow_range,-1,Radeon HDG 4670,NA,1787,1,170,gpus
352,midlow_range,17,FirePro 2460,83.99*,1788,17,170,gpus
42,midlow_range,35,Quadro FX 770M,527.00*,1789,306,170,gpus
49,midlow_range,23,GeForce GT 325M,NA,1790,78,170,gpus
80,midlow_range,50,GeForce GT 120,29.99*,1791,148,169,gpus
267,midlow_range,-1,Mobility Radeon HD 2600,NA,1792,278,168,gpus
77,midlow_range,34,Quadro FX 380,72.50*,1793,146,167,gpus
127,midlow_range,-1,Radeon HD 7310M,NA,1794,56,166,gpus
119,midlow_range,-1,Intel HD manual-gen9_2015-133271,NA,1795,3,165,gpus
28,midlow_range,-1,GeForce 9200,NA,1796,252,165,gpus
186,midlow_range,19.1,Radeon HD 7350,NA,1797,60,165,gpus
221,midlow_range,4.4,Radeon HD 8350,99.81*,1798,58,163,gpus
14,midlow_range,-1,Intel 3rd Generation IvyBridge HD GT1,NA,-1,1,161,gpus
71,midlow_range,-1,GeForce G102M,NA,1799,101,160,gpus
293,low_end,35,Quadro FX 540,59.99*,2017,27,81,gpus
47,low_end,-1,GeForce 7300 LE,32.00*,2018,398,80,gpus
48,low_end,23,Quadro NVS 295,63.00*,2019,325,80,gpus
263,low_end,-1,RADEON X800GT,NA,2020,12,80,gpus
308,low_end,-1,GeForce 8100 / nForce 720a,NA,2021,16,79,gpus
47,low_end,-1,GeForce 7300 GS,NA,2022,245,79,gpus
262,low_end,20,Radeon HD 2350,NA,2023,17,77,gpus
39,low_end,-1,GeForce 9300 GE,22.99*,2024,235,76,gpus
302,low_end,-1,RADEON X700 PRO,NA,2025,16,76,gpus
202,low_end,-1,M860G with Mobility Radeon 4100,NA,2026,26,76,gpus
383,low_end,-1,Radeon X1650 GTO,NA,2027,2,75,gpus
281,low_end,-1,GeForce 7350 LE,NA,2028,7,74,gpus
610,low_end,-1,FireMV 2450,NA,2029,1,74,gpus
228,low_end,-1,Radeon 3100,214.99*,2030,269,74,gpus
180,low_end,-1,RADEON X800 PRO/GTO,NA,2031,14,73,gpus
215,low_end,-1,Mobility Radeon HD 4300 Serisi,NA,2032,1,73,gpus
156,low_end,-1,RADEON X850 PRO,NA,2033,3,73,gpus
248,low_end,-1,RADEON X700,NA,2034,32,73,gpus
223,low_end,-1,FireGL V7100,328.67*,2035,1,72,gpus
187,low_end,-1,MEDION RADEON 9800 XXL,NA,2036,1,72,gpus
183,low_end,-1,M880G with Mobility Radeon HD 4225,NA,2037,7,72,gpus
348,low_end,-1,RADEON X700 SE,NA,2038,9,71,gpus
357,low_end,-1,Radeon X1650 SE,NA,2039,2,71,gpus
240,low_end,-1,Radeon X550XTX,NA,2040,5,71,gpus
326,low_end,-1,FireGL V3300,NA,2041,11,71,gpus
167,low_end,10,Quadro NVS 150M,NA,2042,32,70,gpus
286,low_end,-1,Diamond X1300-PCIE 256MB,NA,2043,1,70,gpus
40,low_end,20,GeForce 8600M GS,NA,2044,310,70,gpus
186,low_end,-1,Quadro NVS 420,150.00*,2045,41,70,gpus
690,low_end,-1,BASICDISPLAY,NA,2046,1,70,gpus
208,low_end,-1,GeForce Go 6600,NA,2047,20,69,gpus
270,low_end,-1,RADEON X800 XL,NA,2048,11,69,gpus
285,low_end,-1,Radeon X1600 Pro / X1300XT,NA,2049,2,69,gpus
52,low_end,10,Quadro NVS 140M,NA,2050,297,69,gpus
178,low_end,-1,Quadro FX 3000,166.61*,2051,14,69,gpus
336,low_end,-1,FireGL V3350,NA,2052,15,69,gpus
290,low_end,-1,GeForce 8400 SE,NA,2053,6,68,gpus
47,low_end,-1,GeForce 9100M G,NA,2054,82,68,gpus
317,low_end,-1,Intel G45/G43/G41 Express Chipset,NA,2055,1,68,gpus
456,low_end,-1,Matrox G200eR WDDM 2.0,NA,2056,4,68,gpus
64,low_end,-1,GeForce 9400M,NA,2057,115,68,gpus
61,low_end,12,GeForce 9400M G,NA,2058,113,68,gpus
252,low_end,-1,RADEON X600 PRO,160.49*,2059,5,67,gpus
200,low_end,-1,MOBILITY RADEON X700,NA,2060,60,67,gpus
56,low_end,14,GeForce 8400M GT,NA,2061,103,67,gpus
73,low_end,10,Quadro NVS 135M,NA,2062,156,67,gpus
253,low_end,27,Radeon X1550,155.00*,2063,31,67,gpus
174,low_end,-1,Mobility Radeon HD 4225,NA,2064,18,66,gpus
112,low_end,-1,GeForce Go 7400,NA,2065,150,66,gpus
55,low_end,19.2,GeForce 8200M G,NA,2066,363,65,gpus
190,low_end,-1,RADEON X800 PRO,NA,2067,8,65,gpus
24,low_end,14,GeForce G 105M,NA,2068,298,65,gpus
324,low_end,25,Quadro FX 550,287.82*,2069,45,64,gpus
35,low_end,14,GeForce G 103M,NA,2070,114,63,gpus
130,low_end,-1,Mobility Radeon HD 3410,NA,2071,6,63,gpus
72,low_end,-1,Intel HD manual-15.28-1861,NA,2072,1,63,gpus
237,low_end,-1,MOBILITY FireGL V3200,NA,2073,11,62,gpus
96,low_end,-1,Quadro NVS 450,159.00*,2074,78,62,gpus
284,low_end,-1,SAPPHIRE Radeon X1550,NA,2075,5,61,gpus
189,low_end,-1,MOBILITY RADEON X700 XL,NA,2076,1,60,gpus
286,low_end,-1,Radeon 2100,190.99*,2077,126,60,gpus
152,low_end,-1,RADEON 9800 PRO,NA,2078,32,59,gpus
504,low_end,-1,Matrox G200e WDDM 1.2,NA,2079,17,59,gpus
273,low_end,-1,GeForce FX 5950 Ultra,NA,2080,3,59,gpus
167,low_end,-1,FireGL X1,NA,2081,4,59,gpus
165,low_end,-1,GeForce 6800 XE,NA,2082,1,59,gpus
241,low_end,10,GeForce 8400M G,NA,2083,96,59,gpus
236,low_end,-1,Radeon X1300,95.78*,2084,18,58,gpus
336,low_end,-1,Intel - Express Chipset Q45/Q43,NA,2085,8,58,gpus
191,low_end,-1,RADEON 9800,325.00*,2086,1,58,gpus
266,low_end,-1,Intel G41 Express-Chipsatz,NA,2087,8,57,gpus
18,low_end,-1,Intel G33/G31 Express,NA,2088,2930,57,gpus
351,low_end,-1,Intel Q45/Q43 Express-Chipsatz,NA,2089,11,57,gpus
159,low_end,-1,RADEON 9800 XT,NA,2090,8,57,gpus
325,low_end,-1,Intel - Express Chipset G41,NA,2091,8,57,gpus
210,low_end,-1,RADEON X600 256MB HyperMemory,NA,2092,38,57,gpus
223,low_end,-1,RADEON X550XT,NA,2093,6,56,gpus
148,low_end,-1,RADEON 9700 PRO,NA,2094,10,54,gpus
49,low_end,-1,GeForce 6200 TurboCache,NA,2095,254,53,gpus
274,low_end,-1,FireGL V3100,NA,2096,49,53,gpus
266,low_end,-1,Radeon Xpress 1300,NA,2097,1,52,gpus
113,low_end,-1,GeForce Go 7300,NA,2098,245,52,gpus
448,low_end,-1,Matrox G200eh WDDM 1.2,NA,2099,36,52,gpus
132,low_end,-1,GeForce 7100 GS,NA,2100,113,52,gpus
286,low_end,-1,RADEON E2400,NA,2101,1,52,gpus
171,low_end,-1,GeForce FX Go5700,NA,2102,6,51,gpus
234,low_end,-1,GeForce 6600 LE,NA,2103,45,51,gpus
482,low_end,36,FirePro 2450,89.99*,2104,8,51,gpus
265,low_end,-1,RADEON X550,NA,2105,14,51,gpus
211,low_end,-1,Mobility Radeon HD 2300,NA,2106,31,51,gpus
13,low_end,-1,Mobile Intel 965 Express,NA,2107,2640,50,gpus
209,low_end,-1,MOBILITY RADEON X600,NA,2108,68,50,gpus
396,low_end,-1,Matrox G200eW WDDM 1.2,NA,2109,11,50,gpus
208,low_end,-1,Radeon X1600,NA,2110,5,49,gpus
233,low_end,-1,MOBILITY RADEON X600 SE,NA,2111,5,49,gpus
244,low_end,-1,Radeon X1050,NA,2112,49,49,gpus
228,low_end,-1,RADEON X600 SE,56.18*,2113,6,49,gpus
243,low_end,-1,Mobility Radeon X2300 HD,NA,2114,5,49,gpus
263,low_end,-1,Mobility Radeon X2300,NA,2115,117,48,gpus
34,low_end,-1,GeForce 7300 SE/7200 GS,NA,2116,426,48,gpus
256,low_end,-1,Radeon X1550 64-bit,NA,2117,41,48,gpus
235,low_end,10,Quadro NVS 110M,NA,2118,101,48,gpus
148,low_end,-1,SAPPHIRE RADEON 9600 ATLANTIS,NA,2119,9,47,gpus
273,low_end,10,Quadro NVS 120M,NA,2120,16,47,gpus
105,low_end,-1,Matrox G200eh WDDM 2.0,NA,2121,6,46,gpus
109,low_end,-1,MOBILITY RADEON 9800,NA,2122,2,46,gpus
290,low_end,-1,FireMV 2250,104.00*,2123,17,46,gpus
209,low_end,-1,Matrox G200eR WDDM 1.2,NA,2124,13,45,gpus
368,mid_range,116,GeForce GTX 550 Ti,99.99*,795,7830,"1,535",gpus
227,mid_range,-1,Radeon R7 FX-9830P RADEON,NA,796,91,"1,524",gpus
83,mid_range,204,GeForce GTX 285,119.99*,797,812,"1,515",gpus
87,mid_range,190,Radeon HD 4890,89.99*,798,1046,"1,512",gpus
468,mid_range,-1,Radeon Ryzen 3 5300U,NA,799,102,"1,511",gpus
170,mid_range,-1,GeForce 940MX,NA,800,5236,"1,509",gpus
556,mid_range,45,Radeon HD 7870M,NA,801,15,"1,507",gpus
217,mid_range,-1,GeForce 845M,NA,802,82,"1,507",gpus
387,mid_range,-1,Ryzen 5 2500U with Radeon Vega,NA,803,5,"1,503",gpus
346,mid_range,-1,Radeon Vega 6 Ryzen 3 3350U,NA,804,5,"1,502",gpus
340,mid_range,64,GeForce GT 740,236.99*,805,2089,"1,494",gpus
348,mid_range,50,Radeon R9 M370X,889.00*,806,323,"1,494",gpus
483,mid_range,-1,Radeon HD 6670 + 7660D Dual,NA,807,1,"1,492",gpus
614,mid_range,-1,Radeon Ryzen 5 PRO 4655G,NA,-1,1,"1,490",gpus
485,mid_range,-1,Radeon Ryzen 7 PRO 7745 8-Core,NA,808,2,"1,487",gpus
515,mid_range,-1,Radeon HD 7660D + HD 6670 Dual,NA,809,6,"1,485",gpus
376,mid_range,142,Quadro 4000,"1,040.66",810,2135,"1,484",gpus
446,mid_range,50,Radeon R9 M365X,NA,811,1,"1,482",gpus
259,mid_range,-1,Intel UHD Graphics,NA,812,10846,"1,481",gpus
393,mid_range,-1,Radeon RX Vega 8,NA,813,20,"1,474",gpus
340,mid_range,-1,Radeon RX Vega 10 Ryzen 7 3700U,NA,814,79,"1,473",gpus
341,mid_range,-1,Radeon Vega 10 Mobile,NA,815,426,"1,473",gpus
257,mid_range,-1,Radeon 550X,NA,816,8,"1,467",gpus
394,mid_range,-1,Radeon R9 255,344.16*,817,97,"1,457",gpus
190,mid_range,-1,GeForce MX110,NA,818,627,"1,454",gpus
562,mid_range,-1,Ryzen 5 PRO 4400GE with Radeon Graphics,NA,819,2,"1,442",gpus
554,mid_range,-1,Radeon Eng Sample: 100-000000085-40_35/24_Y,NA,820,2,"1,441",gpus
569,mid_range,-1,Intel Iris Pro Graphics 6200,NA,821,254,"1,439",gpus
262,mid_range,50,GeForce GTX 660M,78.99*,822,1480,"1,438",gpus
511,mid_range,-1,Radeon HD 8470D + HD 6670 Dual,NA,823,1,"1,436",gpus
306,mid_range,-1,Radeon 540X,NA,824,46,"1,433",gpus
643,mid_range,-1,Intel Iris 650,NA,825,2,"1,433",gpus
522,mid_range,-1,Radeon Ryzen 3 PRO 4355GE,NA,826,5,"1,432",gpus
337,mid_range,-1,Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,NA,827,7,"1,429",gpus
444,mid_range,-1,Radeon HD 7560D + 7670 Dual,NA,828,7,"1,426",gpus
345,mid_range,-1,Radeon Vega 8 Mobile,NA,829,423,"1,426",gpus
95,mid_range,219,GeForce GTX 275,431.72*,830,769,"1,418",gpus
676,mid_range,-1,Radeon R7 M370,NA,831,15,"1,418",gpus
427,mid_range,50,Radeon Pro WX 4170,NA,832,1,"1,409",gpus
363,mid_range,-1,Radeon Ryzen 7 3700U,NA,833,5,"1,401",gpus
50,mid_range,150,Radeon HD 4870,79.99*,834,2090,"1,397",gpus
337,mid_range,-1,Radeon Vega 8 Ryzen 5 3500U,NA,835,214,"1,392",gpus
308,mid_range,-1,Intel Iris 550,NA,836,225,"1,389",gpus
463,mid_range,-1,Radeon HD 7560D + HD 7670 Dual,NA,837,1,"1,380",gpus
301,mid_range,-1,FirePro W5130M,NA,838,40,"1,379",gpus
565,mid_range,40,Radeon HD 7850M,NA,839,8,"1,373",gpus
251,mid_range,-1,Radeon 540,NA,840,45,"1,371",gpus
652,mid_range,-1,FirePro M40003,NA,841,44,"1,364",gpus
567,mid_range,-1,Radeon HD 8670D + 6670 Dual,NA,842,12,"1,361",gpus
280,mid_range,55,Quadro K2100M,415.99*,843,1369,"1,356",gpus
337,mid_range,-1,Radeon Vega 8 Ryzen 5 PRO 3500U w/,NA,844,21,"1,351",gpus
496,mid_range,-1,Radeon HD 7560D + HD 7700 Dual,NA,845,4,"1,347",gpus
342,mid_range,-1,Intel Iris Plus 640,NA,846,679,"1,346",gpus
329,mid_range,108,Radeon HD 5770,189.99*,847,7457,"1,343",gpus
473,mid_range,160,FireStream 9270,NA,848,4,"1,341",gpus
481,mid_range,-1,Ryzen 3 4300U with Radeon Graphics,NA,849,243,"1,337",gpus
296,mid_range,-1,Radeon Vega 6 Ryzen 3 PRO 3300U w/,NA,850,4,"1,337",gpus
467,mid_range,-1,Radeon Vega 3 Athlon Gold 3150G,NA,851,1,"1,334",gpus
299,mid_range,106,GeForce GTS 450,79.99*,852,4019,"1,332",gpus
471,mid_range,-1,Radeon HD 8670D + HD 7600 Dual,NA,853,1,"1,318",gpus
265,mid_range,100,Quadro 4000M,232.06*,854,198,"1,317",gpus
573,mid_range,-1,FirePro M5950,NA,855,2,"1,314",gpus
441,mid_range,-1,Radeon R7 PRO A8-8670E,NA,856,1,"1,310",gpus
435,mid_range,-1,Radeon Vega 8 Ryzen 3 PRO 3200GE w/,NA,-1,1,"1,310",gpus
564,mid_range,286,Radeon HD 4870 X2,NA,857,209,"1,309",gpus
344,mid_range,-1,Radeon Vega 6,"1,799.99*",858,364,"1,306",gpus
443,mid_range,-1,Tesla M2070-Q,NA,859,1,"1,306",gpus
751,mid_range,-1,Radeon HD 8790M,NA,860,70,"1,306",gpus
234,mid_range,50,GeForce GT 750M,NA,861,3336,"1,302",gpus
194,mid_range,17,GeForce 930MX,NA,862,916,"1,300",gpus
872,mid_range,-1,TENSOR 1.0 Driver Intel HD 630,NA,863,1,"1,300",gpus
289,mid_range,-1,"Radeon R7 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",NA,-1,1,"1,293",gpus
342,mid_range,-1,Radeon Vega 6 Ryzen 3 3300U,NA,864,6,"1,291",gpus
369,mid_range,-1,Radeon Vega 9 Ryzen 5 3550H,NA,865,3,"1,287",gpus
742,mid_range,-1,Radeon R7 A370,NA,866,2,"1,281",gpus
270,mid_range,-1,Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition,NA,867,9,"1,281",gpus
542,mid_range,154,FirePro 3D V8750,"1,230.99*",868,4,"1,272",gpus
315,mid_range,-1,Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,NA,869,7,"1,271",gpus
360,mid_range,75,FirePro V5900,86.00*,870,143,"1,270",gpus
346,mid_range,-1,RadeonT 610M,NA,-1,1,"1,263",gpus
536,mid_range,-1,Radeon HD 8570D + HD 6670 Dual,NA,871,4,"1,261",gpus
75,mid_range,236,GeForce GTX 280,522.78*,872,449,"1,260",gpus
456,mid_range,-1,Radeon HD 7560D + HD 7600 Dual,NA,873,1,"1,258",gpus
301,mid_range,-1,Intel UHD Graphics 630,NA,874,12656,"1,258",gpus
322,mid_range,-1,Intel Iris 540,NA,875,1178,"1,249",gpus
222,mid_range,-1,Radeon 630,NA,876,9,"1,245",gpus
307,mid_range,108,Radeon HD 6770,264.99*,877,2675,"1,241",gpus
593,mid_range,-1,Quadro 2000 D,NA,878,10,"1,239",gpus
459,mid_range,-1,Radeon HD 8570D + 6570 Dual,NA,879,2,"1,239",gpus
524,mid_range,-1,Radeon HD 7660D + 6670 Dual,NA,880,18,"1,238",gpus
528,mid_range,-1,Radeon HD 7560D + HD 6570 Dual,NA,881,1,"1,237",gpus
471,mid_range,-1,Radeon R7 + R5 340 Dual,NA,882,1,"1,235",gpus
576,mid_range,-1,Radeon R7 + R7 250 Dual,NA,883,1,"1,232",gpus
338,mid_range,74,FirePro 3D V5800,204.00*,884,165,"1,232",gpus
66,mid_range,202,GeForce GTX 260,79.99*,885,2957,"1,231",gpus
252,mid_range,50,GeForce GTX 460M,NA,886,806,"1,231",gpus
384,mid_range,-1,GeForce GTX 760A,NA,887,7,"1,226",gpus
411,mid_range,47,Radeon HD 7730,232.70*,888,228,"1,225",gpus
310,mid_range,-1,Radeon Vega 8 Ryzen 5 3450U,NA,889,20,"1,222",gpus
540,mid_range,-1,Radeon HD 8670D + HD 6670 Dual,NA,890,5,"1,222",gpus
253,mid_range,75,GeForce GTX 560M,NA,891,973,"1,218",gpus
102,mid_range,189,Quadro FX 5800,274.00*,892,133,"1,217",gpus
693,mid_range,-1,Radeon HD 8790M / R9 M290X,NA,893,8,"1,211",gpus
234,mid_range,45,GeForce GT 650M,NA,894,3365,"1,209",gpus
407,mid_range,-1,Intel Iris Pro 5200,NA,895,469,"1,207",gpus
514,mid_range,151,FirePro 3D V8700,170.07*,896,35,"1,206",gpus
803,mid_range,-1,N16P-GX,NA,897,1,"1,205",gpus
546,mid_range,-1,Radeon HD 7660D + 7540D Dual,NA,898,1,"1,204",gpus
198,low_end,-1,GeForce Go 7200,NA,2125,15,45,gpus
248,low_end,-1,MOBILITY FireGL V5200,NA,2126,35,45,gpus
222,low_end,-1,GeForce Go 6600 TE/6200 TE,NA,2127,7,45,gpus
132,low_end,15,Quadro FX 350M,NA,2128,21,45,gpus
232,low_end,-1,Mobile Intel serie 4 Express,NA,2129,4,45,gpus
251,low_end,-1,Mobile Intel 4 Express-Chipsatzfamilie,NA,2130,9,45,gpus
151,low_end,-1,Radeon 9700 TX w/TV-Out,NA,2131,2,44,gpus
18,low_end,-1,Matrox M9188 ATX PCIe x16,NA,-1,1,44,gpus
27,low_end,-1,Mobile Intel 45 Express,NA,2132,328,43,gpus
226,low_end,-1,Mobility Radeon X1400,NA,2133,213,43,gpus
162,low_end,-1,RADEON 9600 PRO,NA,2134,2,43,gpus
196,low_end,-1,Radeon Xpress 1250,NA,2135,75,43,gpus
160,low_end,-1,Matrox M9138 LP PCIe x16,NA,2136,5,42,gpus
127,low_end,-1,Quadro NVS 285,169.86*,2137,145,42,gpus
157,low_end,-1,RADEON 9500 PRO / 9700,NA,2138,10,42,gpus
36,low_end,-1,GeForce 6200,99.99*,2139,452,42,gpus
88,low_end,-1,GeForce 7050 / nForce 620i,NA,2140,71,42,gpus
170,low_end,-1,GeForce FX 5900 Ultra,NA,2141,5,41,gpus
173,low_end,-1,GeForce FX 5700,NA,2142,24,41,gpus
171,low_end,-1,MOBILITY FIREGL T2,NA,2143,10,41,gpus
449,low_end,-1,Matrox G200eh,NA,2144,23,41,gpus
194,low_end,-1,Radeon Xpress 1300M,NA,2145,1,40,gpus
98,low_end,-1,Matrox M9148 LP PCIe x16,NA,2146,5,40,gpus
133,low_end,-1,GeForce FX 5900XT,NA,2147,10,40,gpus
274,low_end,-1,Mobility Radeon X1350,NA,2148,32,40,gpus
106,low_end,-1,Matrox G200eW,NA,2149,8,40,gpus
221,low_end,-1,Mobility Radeon X1300,NA,2150,164,40,gpus
309,low_end,-1,S3 Chrome 430 ULP,NA,2151,2,40,gpus
165,low_end,-1,MOBILITY RADEON 9600/9700,NA,2152,11,39,gpus
250,low_end,-1,GeForce 7300 SE,NA,2153,14,39,gpus
264,low_end,-1,Mobile Intel - famiglia Express Chipset 45,NA,2154,4,39,gpus
300,low_end,-1,GeForce 6500,NA,2155,26,38,gpus
312,low_end,-1,Quadro NVS 285 128MB,55.00*,2156,5,38,gpus
242,low_end,-1,RADEON X300SE,NA,2157,287,38,gpus
144,low_end,-1,GeForce 7050 / nForce 630i,NA,2158,12,38,gpus
192,low_end,-1,256MB DDR Radeon 9800 XT,NA,2159,1,38,gpus
357,low_end,-1,Quadro NVS 440,228.87*,2160,21,38,gpus
199,low_end,-1,Radeon X1250,NA,2161,108,37,gpus
146,low_end,-1,GeForce 6200SE TurboCache,NA,2162,34,37,gpus
400,low_end,-1,Matrox G200eR,NA,2163,5,37,gpus
191,low_end,-1,CONNECT 3D RADEON X300,NA,2164,1,36,gpus
173,low_end,-1,RADEON 9500,40.50*,2165,3,36,gpus
259,low_end,-1,FireMV 2200 PCIe,89.99*,2166,2,36,gpus
171,low_end,-1,MOBILITY RADEON 9600,NA,2167,1,36,gpus
177,low_end,-1,Quadro FX 1100,212.99*,2168,7,36,gpus
191,low_end,-1,Radeon Xpress 1200,NA,2169,10,36,gpus
66,low_end,-1,GeForce 7100 / nForce 630i,NA,2170,235,35,gpus
146,low_end,-1,RADEON 9600 XT,NA,2171,4,35,gpus
310,low_end,-1,GeForce PCX 5750,NA,2172,8,35,gpus
144,low_end,-1,RADEON 9550,291.74*,2173,180,35,gpus
187,low_end,-1,GeForce FX 5900,NA,2174,8,35,gpus
276,low_end,55,Quadro FX 1300,NA,2175,9,34,gpus
265,low_end,-1,Quadro FX 1000,NA,2176,6,34,gpus
126,low_end,-1,GeForce FX 5700 Ultra,NA,2177,5,34,gpus
257,low_end,-1,GeForce PCX 5900,NA,2178,1,34,gpus
187,low_end,-1,Radeon Xpress 1100,NA,2179,166,34,gpus
203,low_end,-1,MOBILITY RADEON X300,NA,2180,111,34,gpus
171,low_end,-1,MOBILITY FIREGL T2/T2e,NA,2181,3,34,gpus
7,low_end,-1,S3 Chrome S27 DDR3,NA,2182,2,33,gpus
29,low_end,-1,GeForce 6150 LE,NA,2183,377,33,gpus
205,low_end,-1,Mobility Radeon X1450,NA,2184,4,33,gpus
161,low_end,-1,GeForce FX 5700VE,NA,2185,7,33,gpus
254,low_end,-1,GeForce 7150 / nForce 630i,NA,2186,6,33,gpus
78,low_end,-1,Intel Media Accelerator,NA,2187,3,33,gpus
129,low_end,-1,GeForce FX 5900ZT,NA,2188,1,33,gpus
14,low_end,-1,GeForce 7025 / nForce 630a,NA,2189,892,33,gpus
169,low_end,-1,Radeon X1200,NA,2190,77,33,gpus
192,low_end,-1,GeForce 6200 A-LE,NA,2191,11,32,gpus
